date,open,close,high,low,amount
2025-12-01,6.73,6.81,6.81,6.72,283553.0
2025-12-02,6.8,6.77,6.8,6.73,222864.0
2025-12-03,6.75,6.75,6.8,6.71,280530.0
2025-12-04,6.74,6.71,6.75,6.67,232874.0
2025-12-05,6.73,6.72,6.73,6.67,224793.0
2025-12-08,6.68,6.65,6.69,6.64,333823.0
2025-12-09,6.63,6.51,6.63,6.51,438951.0
2025-12-10,6.52,6.56,6.58,6.52,257779.0
2025-12-11,6.56,6.48,6.59,6.47,244769.0
2025-12-12,6.46,6.44,6.51,6.44,247843.0
2025-12-15,6.49,6.56,6.62,6.48,377571.0
2025-12-16,6.54,6.42,6.55,6.39,345789.0
2025-12-17,6.4,6.41,6.43,6.31,228344.0
2025-12-18,6.55,6.55,6.6,6.49,446620.0
2025-12-19,6.5,6.54,6.55,6.47,344341.0
2025-12-22,6.52,6.58,6.62,6.51,341886.0
2025-12-23,6.58,6.57,6.6,6.54,178808.0
2025-12-24,6.55,6.53,6.55,6.46,298774.0
2025-12-25,6.5,6.51,6.52,6.48,145532.0
2025-12-26,6.47,6.49,6.52,6.46,241682.0
2025-12-29,6.5,6.52,6.56,6.47,275065.0
2025-12-30,6.5,6.47,6.5,6.42,223467.0
2025-12-31,6.45,6.42,6.47,6.4,192517.0
2026-01-05,6.41,6.52,6.53,6.41,331210.0
2026-01-06,6.51,6.59,6.59,6.5,373135.0
2026-01-07,6.85,7.06,7.13,6.75,1581342.0
2026-01-08,7.13,7.16,7.24,6.94,1562168.0
2026-01-09,7.05,6.99,7.05,6.94,813918.0
2026-01-12,6.97,7.06,7.14,6.97,728569.0
2026-01-13,7.0,6.95,7.08,6.93,598803.0
2026-01-14,6.93,6.91,6.99,6.84,581542.0
2026-01-15,6.9,6.83,6.95,6.81,375506.0
2026-01-16,6.83,6.72,6.89,6.7,422676.0
2026-01-19,6.72,6.78,6.83,6.72,375564.0
2026-01-20,6.78,6.94,6.95,6.74,688760.0
2026-01-21,6.9,6.83,6.9,6.76,469492.0
2026-01-22,6.82,6.89,6.92,6.8,465942.0
2026-01-23,6.88,6.9,6.91,6.82,494487.0
2026-01-26,6.89,6.98,7.02,6.88,693902.0
2026-01-27,6.93,6.79,6.98,6.76,609398.0
2026-01-28,6.79,7.17,7.25,6.76,1654434.0
2026-01-29,7.21,7.24,7.3,7.12,1378526.0
2026-01-30,7.3,7.31,7.54,7.2,1577196.0
2026-02-02,7.1,6.68,7.15,6.66,1282382.0
2026-02-03,6.74,6.69,6.83,6.6,711019.0
2026-02-04,6.7,7.36,7.36,6.7,1897987.0
2026-02-05,7.09,7.08,7.24,6.99,1262646.0
2026-02-06,6.98,7.02,7.09,6.89,735645.0
2026-02-09,7.02,6.9,7.05,6.87,998965.0
2026-02-10,6.87,6.96,7.02,6.78,724158.0
2026-02-11,6.93,7.05,7.1,6.88,722902.0
2026-02-12,7.04,7.03,7.13,6.97,580762.0
2026-02-13,6.98,6.98,7.11,6.9,652223.0
2026-02-24,7.02,7.17,7.22,7.02,707802.0
2026-02-25,7.17,7.2,7.35,7.14,690781.0
2026-02-26,7.18,7.15,7.26,7.1,465580.0
2026-02-27,7.15,7.34,7.35,7.1,772779.0
2026-03-02,7.45,7.4,7.48,7.24,1458904.0
2026-03-03,7.4,7.56,7.7,7.31,2161475.0
2026-03-04,7.43,7.43,7.48,7.2,1303259.0
2026-03-05,7.35,7.25,7.38,7.11,997601.0
2026-03-06,7.18,7.2,7.23,7.04,728588.0
2026-03-09,7.54,7.36,7.61,7.31,1742813.0
2026-03-10,7.09,7.05,7.27,7.04,1405834.0
2026-03-11,7.1,7.23,7.25,6.94,1204416.0
2026-03-12,7.35,7.47,7.52,7.23,1577755.0
2026-03-13,7.5,7.45,7.62,7.42,1237169.0
2026-03-16,7.5,7.3,7.59,7.27,859179.0
2026-03-17,7.28,7.11,7.39,7.1,789883.0
2026-03-18,7.12,6.92,7.15,6.8,1097899.0
2026-03-19,7.0,6.92,7.05,6.88,821455.0
2026-03-20,6.82,6.9,7.02,6.8,665978.0
2026-03-23,7.21,7.55,7.59,7.21,3432180.0
2026-03-24,7.53,7.35,7.58,7.25,2355306.0
2026-03-25,7.2,7.13,7.23,6.97,1929326.0
2026-03-26,7.14,7.08,7.21,7.02,1250965.0
2026-03-27,7.01,7.05,7.14,6.95,1021170.0
2026-03-30,7.13,6.99,7.22,6.97,1200074.0
2026-03-31,6.9,6.68,6.94,6.66,1368423.0
2026-04-01,6.61,6.63,6.69,6.57,817428.0
2026-04-02,6.64,6.67,6.74,6.61,734547.0
2026-04-03,6.62,6.45,6.64,6.41,710566.0
2026-04-07,6.42,6.52,6.53,6.35,410995.0
2026-04-08,6.39,6.54,6.55,6.35,655155.0
2026-04-09,6.48,6.46,6.54,6.45,352459.0
2026-04-10,6.4,6.48,6.51,6.4,399062.0
2026-04-13,6.49,6.5,6.54,6.44,386335.0
2026-04-14,6.47,6.47,6.49,6.41,363452.0
2026-04-15,6.45,6.47,6.48,6.41,329994.0
2026-04-16,6.45,6.44,6.47,6.41,453828.0
2026-04-17,6.45,6.36,6.46,6.35,527712.0
2026-04-20,6.36,6.32,6.38,6.27,504199.0
2026-04-21,6.31,6.43,6.46,6.3,621749.0
2026-04-22,6.38,6.41,6.46,6.38,329484.0
2026-04-23,6.33,6.5,6.52,6.33,591849.0
2026-04-24,6.46,6.45,6.53,6.42,434464.0
2026-04-27,6.44,6.58,6.64,6.43,693280.0
2026-04-28,6.53,6.74,6.78,6.53,1001429.0
2026-04-29,6.85,7.0,7.07,6.81,1321123.0
2026-04-30,7.0,7.02,7.06,6.94,1012214.0
2026-05-06,7.03,7.31,7.33,7.0,1482439.0
2026-05-07,7.22,6.97,7.25,6.95,1165352.0
2026-05-08,7.01,6.88,7.06,6.87,682292.0
2026-05-11,6.91,6.95,7.06,6.88,660540.0
2026-05-12,6.96,6.84,7.0,6.8,484973.0
2026-05-13,6.8,6.75,6.86,6.69,542138.0
2026-05-14,6.73,6.64,6.81,6.64,508520.0
2026-05-15,6.64,6.65,6.77,6.56,656430.0
2026-05-18,6.66,6.7,6.75,6.56,561378.0
2026-05-19,6.66,6.7,6.74,6.63,491584.0
2026-05-20,6.69,6.6,6.73,6.57,442700.0
2026-05-21,6.58,6.4,6.62,6.4,687973.0
2026-05-22,6.41,6.41,6.43,6.35,440854.0
2026-05-25,6.79,6.63,6.93,6.59,1520274.0
2026-05-26,6.61,6.56,6.69,6.45,856083.0
2026-05-27,6.5,6.59,6.74,6.42,905694.0
2026-05-28,6.6,6.72,6.85,6.57,1078669.0
2026-05-29,6.68,6.79,6.89,6.66,911641.0
2026-06-01,6.88,7.3,7.35,6.74,2091648.0
2026-06-02,7.22,7.36,7.48,7.1,1978550.0
