date,open,close,high,low,amount
2026-01-28,49.9,52.89,65.18,47.07,136843.0
2026-01-29,46.0,46.05,48.44,46.0,81642.0
2026-01-30,44.88,46.6,50.29,44.88,68105.0
2026-02-02,44.88,42.53,45.39,42.53,52100.0
2026-02-03,42.77,42.05,43.18,41.86,31300.0
2026-02-04,42.8,42.66,44.74,42.6,40861.0
2026-02-05,41.58,41.32,42.48,41.02,27962.0
2026-02-06,41.32,41.72,42.78,41.2,22098.0
2026-02-09,41.92,41.9,41.98,41.35,18668.0
2026-02-10,42.0,40.72,42.33,40.71,21607.0
2026-02-11,40.71,40.96,41.98,40.41,17293.0
2026-02-12,40.7,40.06,40.7,40.0,15671.0
2026-02-13,40.19,40.88,41.39,40.19,15222.0
2026-02-24,41.41,42.7,43.18,41.06,25975.0
2026-02-25,42.7,42.99,44.86,42.23,35868.0
2026-02-26,42.53,42.23,43.77,42.1,22471.0
2026-02-27,42.03,42.08,42.66,41.83,13438.0
2026-03-02,42.8,40.84,42.8,40.31,16447.0
2026-03-03,40.8,44.0,44.9,40.67,43458.0
2026-03-04,44.4,45.06,48.4,44.0,54842.0
2026-03-05,43.2,42.4,43.9,42.03,36207.0
2026-03-06,41.88,47.25,48.17,41.38,49516.0
2026-03-09,50.0,46.09,52.45,46.0,50401.0
2026-03-10,43.0,44.9,45.34,42.98,32237.0
2026-03-11,45.06,46.2,46.64,44.0,30703.0
2026-03-12,45.83,45.33,49.98,45.02,42109.0
2026-03-13,46.56,51.0,55.52,46.56,74488.0
2026-03-16,51.0,48.07,55.2,47.75,61166.0
2026-03-17,46.36,52.0,52.8,46.34,58847.0
2026-03-18,49.9,49.98,50.41,48.3,39855.0
2026-03-19,51.99,48.16,52.5,47.85,33934.0
2026-03-20,47.0,44.17,47.98,44.1,34007.0
2026-03-23,42.8,43.0,45.06,41.81,23730.0
2026-03-24,43.21,42.2,43.43,40.86,23405.0
2026-03-25,41.95,42.46,42.61,41.51,16600.0
2026-03-26,42.64,40.91,42.79,40.86,18126.0
2026-03-27,40.7,42.5,43.77,40.19,24523.0
2026-03-30,42.87,43.84,44.54,42.5,26783.0
2026-03-31,43.2,41.92,43.58,41.56,19089.0
2026-04-01,42.28,42.06,42.47,41.4,13064.0
2026-04-02,42.0,41.61,42.63,41.5,12599.0
2026-04-03,41.85,39.07,41.85,38.74,22010.0
2026-04-07,38.99,39.72,40.1,38.15,14944.0
2026-04-08,38.95,40.18,40.32,38.4,17832.0
2026-04-09,39.96,39.01,39.96,38.97,11704.0
2026-04-10,39.02,39.39,39.88,38.83,10989.0
2026-04-13,39.3,39.17,39.38,38.63,10232.0
2026-04-14,39.17,38.82,39.27,38.65,10100.0
2026-04-15,38.84,38.77,39.27,38.73,7966.0
2026-04-16,38.74,38.69,38.87,38.0,9618.0
2026-04-17,38.59,39.95,39.96,38.03,19059.0
2026-04-20,39.55,40.44,41.01,39.33,19088.0
2026-04-21,40.79,39.21,40.79,38.63,13449.0
2026-04-22,39.5,40.22,40.97,39.47,17989.0
2026-04-23,40.68,42.68,42.68,40.2,34065.0
2026-04-24,41.85,42.7,45.66,41.2,36041.0
2026-04-27,42.0,41.64,42.5,40.51,24208.0
2026-04-28,41.55,40.19,42.8,40.05,17021.0
2026-04-29,39.93,40.51,40.72,39.48,12446.0
2026-04-30,40.33,40.48,41.69,40.2,14111.0
2026-05-06,40.16,40.31,40.49,39.7,15736.0
2026-05-07,40.14,40.48,40.78,39.71,17099.0
2026-05-08,40.4,41.87,42.0,40.25,19496.0
2026-05-11,41.8,41.98,42.47,41.25,16673.0
2026-05-12,41.83,42.84,43.21,41.66,20741.0
2026-05-13,42.66,41.49,42.66,41.38,16900.0
2026-05-14,41.81,39.75,41.82,39.49,15463.0
2026-05-15,39.74,39.89,41.42,39.7,12728.0
2026-05-18,40.0,39.78,40.0,38.68,13415.0
2026-05-19,39.57,39.08,39.88,38.82,10741.0
2026-05-20,39.13,38.68,39.39,38.34,9792.0
2026-05-21,38.88,37.12,38.98,37.04,12455.0
2026-05-22,37.23,36.53,37.66,36.36,10415.0
2026-05-25,36.3,35.71,36.66,35.55,10139.0
2026-05-26,35.5,34.8,35.5,34.24,8324.0
2026-05-27,35.17,33.89,35.17,33.8,7016.0
2026-05-28,33.73,34.09,34.5,33.0,7809.0
2026-05-29,33.74,33.79,34.66,33.6,6614.0
2026-06-01,33.5,34.39,34.69,33.5,5739.0
2026-06-02,34.43,33.83,34.51,33.67,5279.0
