date,open,close,high,low,amount
2025-12-01,32.26,32.04,32.4,31.91,1002088.0
2025-12-02,31.98,31.9,32.35,31.89,829445.0
2025-12-03,31.9,31.76,32.17,31.59,844767.0
2025-12-04,31.94,31.47,31.98,31.35,440709.0
2025-12-05,31.47,31.89,31.99,31.44,437607.0
2025-12-08,32.06,32.18,32.27,32.06,486612.0
2025-12-09,32.18,31.8,32.18,31.76,537061.0
2025-12-10,31.91,31.75,32.05,31.53,364259.0
2025-12-11,31.8,31.3,32.16,31.21,554957.0
2025-12-12,31.46,31.1,31.6,30.93,660544.0
2025-12-15,31.02,31.0,31.3,30.88,330987.0
2025-12-16,31.0,30.6,31.14,30.54,561693.0
2025-12-17,30.6,31.09,31.12,30.41,656356.0
2025-12-18,31.04,31.25,31.44,30.91,505272.0
2025-12-19,31.38,31.17,31.38,30.97,996123.0
2025-12-22,30.98,31.33,31.57,30.98,866073.0
2025-12-23,31.34,31.05,31.55,30.9,677944.0
2025-12-24,30.84,31.5,31.7,30.84,873299.0
2025-12-25,31.69,31.73,32.07,31.5,946683.0
2025-12-26,31.73,31.57,31.98,31.45,741151.0
2025-12-29,31.57,31.47,31.76,31.05,1117423.0
2025-12-30,31.22,31.81,32.05,31.21,1079879.0
2025-12-31,31.86,31.84,32.09,31.57,834080.0
2026-01-05,31.92,32.28,32.47,31.74,1652078.0
2026-01-06,32.28,32.31,32.44,32.05,856405.0
2026-01-07,32.4,32.26,32.4,32.07,662862.0
2026-01-08,32.33,32.36,32.6,32.19,848769.0
2026-01-09,32.2,32.46,32.55,32.1,1062932.0
2026-01-12,32.47,33.23,33.29,32.47,1774506.0
2026-01-13,33.31,34.02,34.97,33.22,3315593.0
2026-01-14,34.1,34.9,35.42,33.87,3240274.0
2026-01-15,34.9,36.92,37.33,34.51,5872373.0
2026-01-16,37.1,37.25,37.75,35.95,3658478.0
2026-01-19,36.8,37.75,38.16,36.76,2925602.0
2026-01-20,37.5,38.19,38.65,37.5,2554559.0
2026-01-21,38.03,39.36,39.37,37.81,2978855.0
2026-01-22,39.2,39.22,40.7,38.86,2600996.0
2026-01-23,39.59,39.2,39.67,38.33,2067200.0
2026-01-26,39.18,38.82,39.36,38.34,1675134.0
2026-01-27,38.91,39.68,39.7,38.15,1790386.0
2026-01-28,39.28,38.22,39.43,38.22,1544709.0
2026-01-29,38.06,37.17,38.42,37.14,1889832.0
2026-01-30,37.01,37.44,37.8,37.01,1066336.0
2026-02-02,37.44,36.53,38.26,36.5,1208073.0
2026-02-03,37.13,37.78,38.18,36.86,1285550.0
2026-02-04,37.79,37.03,37.79,36.7,1333263.0
2026-02-05,36.97,36.33,36.97,36.26,736544.0
2026-02-06,36.35,36.4,36.75,35.95,817732.0
2026-02-09,36.76,37.5,37.6,36.6,1177140.0
2026-02-10,37.56,38.1,38.6,37.41,1056225.0
2026-02-11,38.1,39.16,39.2,37.93,1962033.0
2026-02-12,39.1,39.78,40.6,38.84,2005073.0
2026-02-13,39.87,40.96,41.3,39.33,2403678.0
2026-02-24,39.75,41.33,41.6,39.51,3519913.0
2026-02-25,41.33,41.95,43.3,41.03,3415934.0
2026-02-26,41.95,42.82,43.0,41.5,1871855.0
2026-02-27,42.81,42.63,43.09,42.06,1351514.0
2026-03-02,42.31,41.88,42.63,41.08,2996732.0
2026-03-03,41.88,40.83,42.71,40.5,2306208.0
2026-03-04,40.5,40.86,41.24,40.5,1792736.0
2026-03-05,42.0,42.35,42.7,41.58,1563731.0
2026-03-06,42.35,43.3,43.37,41.53,1405524.0
2026-03-09,43.06,41.95,43.06,40.73,2198851.0
2026-03-10,42.49,42.36,43.14,42.0,907869.0
2026-03-11,42.48,42.0,43.44,41.56,1368542.0
2026-03-12,42.79,41.75,42.98,41.32,1511010.0
2026-03-13,41.53,41.11,42.6,40.99,1006499.0
2026-03-16,42.9,44.5,45.12,41.99,4689043.0
2026-03-17,43.01,44.53,46.5,43.01,4065816.0
2026-03-18,44.18,43.75,45.29,43.25,1857944.0
2026-03-19,43.0,42.6,43.71,41.55,2538654.0
2026-03-20,42.48,42.0,43.33,41.8,1497931.0
2026-03-23,40.88,39.94,42.18,39.36,2138088.0
2026-03-24,40.64,42.45,42.55,40.07,1702513.0
2026-03-25,42.77,42.87,43.7,42.48,1057427.0
2026-03-26,42.65,42.15,42.8,41.29,1082520.0
2026-03-27,41.58,43.08,43.7,41.47,1203547.0
2026-03-30,42.38,42.0,43.18,41.82,981458.0
2026-03-31,42.0,42.34,42.79,41.66,823609.0
2026-04-01,43.1,43.98,43.98,41.53,1594107.0
2026-04-02,43.8,45.76,45.81,43.48,3063381.0
2026-04-03,45.85,51.7,53.46,45.09,6115972.0
2026-04-07,51.5,55.8,56.23,51.5,6704065.0
2026-04-08,56.76,60.55,60.66,54.66,6299314.0
2026-04-09,60.38,59.42,61.59,58.14,6472836.0
2026-04-10,58.55,58.49,59.88,57.75,4001447.0
2026-04-13,58.29,63.5,64.5,57.81,4677225.0
2026-04-14,62.88,66.3,67.5,62.0,4723250.0
2026-04-15,67.0,64.51,67.06,63.83,3301899.0
2026-04-16,64.55,64.83,65.98,63.38,2854287.0
2026-04-17,65.0,77.8,77.8,65.0,6887169.0
2026-04-20,78.43,81.15,82.7,75.66,7549816.0
2026-04-21,81.0,81.44,81.66,79.21,4327005.0
2026-04-22,81.49,95.58,97.0,81.0,6723578.0
2026-04-23,97.0,100.9,107.38,95.0,7746217.0
2026-04-24,106.0,98.04,107.0,95.5,7981915.0
2026-04-27,101.5,105.1,108.08,100.12,8926024.0
2026-04-28,104.0,101.07,107.9,99.5,7206022.0
2026-04-29,99.0,98.04,103.87,97.87,5511913.0
2026-04-30,98.53,97.0,99.7,95.6,4559786.0
2026-05-06,98.8,93.59,99.78,92.95,6687141.0
2026-05-07,93.55,97.3,99.24,89.86,5505727.0
2026-05-08,95.0,95.8,97.09,93.4,4296099.0
2026-05-11,96.33,93.1,96.88,92.8,4770660.0
2026-05-12,93.38,88.5,93.5,88.18,4287607.0
2026-05-13,88.0,86.0,88.93,84.73,5587770.0
2026-05-14,86.0,84.61,86.38,82.51,4088494.0
2026-05-15,84.21,85.69,88.1,81.23,6843348.0
2026-05-18,84.01,96.4,99.16,84.01,10073929.0
2026-05-19,99.5,103.68,105.21,97.5,11297064.0
2026-05-20,102.0,106.37,108.26,100.0,9183903.0
2026-05-21,106.37,96.31,106.37,95.58,8132756.0
2026-05-22,97.13,102.0,104.0,96.4,6836893.0
2026-05-25,102.97,99.33,103.3,96.45,6484000.0
2026-05-26,98.97,92.5,98.97,90.27,6165628.0
2026-05-27,94.75,92.0,96.36,90.55,4939910.0
2026-05-28,91.54,91.66,94.8,88.66,5102600.0
2026-05-29,91.78,85.8,92.63,84.57,4698646.0
2026-06-01,87.52,81.07,87.52,81.07,3359202.0
2026-06-02,81.71,83.78,87.44,80.1,3742324.0
