date,open,close,high,low,amount
2025-12-01,35.08,34.98,35.3,34.73,9643.0
2025-12-02,34.98,34.36,35.0,34.23,7302.0
2025-12-03,34.38,33.9,34.58,33.7,7769.0
2025-12-04,33.7,33.34,34.14,33.2,10436.0
2025-12-05,33.37,34.54,34.83,32.84,20354.0
2025-12-08,34.53,34.83,35.0,34.4,11994.0
2025-12-09,34.82,34.86,36.14,34.5,17184.0
2025-12-10,35.06,34.61,35.08,34.06,13645.0
2025-12-11,34.71,33.76,34.71,33.71,9965.0
2025-12-12,33.7,33.73,34.24,33.37,10741.0
2025-12-15,33.74,33.14,34.0,33.07,8515.0
2025-12-16,33.14,32.6,33.44,32.32,10555.0
2025-12-17,32.5,32.75,32.96,31.92,12159.0
2025-12-18,32.42,32.63,33.18,32.32,8695.0
2025-12-19,32.9,33.15,33.66,32.58,14704.0
2025-12-22,33.16,34.19,34.85,33.03,21018.0
2025-12-23,34.08,33.95,35.19,33.81,17851.0
2025-12-24,33.93,34.04,34.46,33.8,19305.0
2025-12-25,34.83,34.48,34.99,34.08,22421.0
2025-12-26,34.27,32.64,34.55,32.48,70093.0
2025-12-29,32.68,31.9,32.81,31.55,54948.0
2025-12-30,31.75,33.19,33.92,31.59,75057.0
2025-12-31,33.29,32.78,33.88,32.6,41033.0
2026-01-05,33.24,33.05,33.31,32.66,26608.0
2026-01-06,33.15,32.94,33.6,32.6,34167.0
2026-01-07,32.83,33.52,33.75,32.62,42046.0
2026-01-08,33.2,33.95,34.25,33.18,36502.0
2026-01-09,33.99,33.94,34.18,33.52,35136.0
2026-01-12,34.28,34.51,34.64,33.78,42157.0
2026-01-13,34.41,34.19,35.33,34.08,42795.0
2026-01-14,34.22,34.55,35.08,33.82,41784.0
2026-01-15,34.36,34.34,35.2,34.1,25162.0
2026-01-16,34.33,34.6,34.88,34.15,30188.0
2026-01-19,36.02,35.53,36.88,34.94,67111.0
2026-01-20,35.71,34.14,35.78,33.85,50947.0
2026-01-21,33.99,34.52,34.63,33.69,28124.0
2026-01-22,34.42,34.47,34.81,34.12,26187.0
2026-01-23,34.49,34.7,35.06,34.26,40812.0
2026-01-26,34.8,33.76,35.22,33.2,42297.0
2026-01-27,33.51,33.81,33.98,32.45,32856.0
2026-01-28,33.8,32.17,33.84,32.05,58542.0
2026-01-29,31.99,31.1,32.37,30.99,40583.0
2026-01-30,31.0,31.15,31.4,30.5,18434.0
2026-02-02,31.03,30.56,31.41,30.51,23418.0
2026-02-03,30.76,31.44,31.46,30.75,19362.0
2026-02-04,31.18,31.39,31.66,31.12,13014.0
2026-02-05,31.37,31.09,31.45,31.03,14107.0
2026-02-06,31.02,31.22,31.57,30.85,16148.0
2026-02-09,31.72,31.59,31.8,31.4,15609.0
2026-02-10,31.66,31.76,31.84,31.41,12790.0
2026-02-11,31.72,31.82,32.06,31.5,12130.0
2026-02-12,31.8,32.16,32.55,31.64,17220.0
2026-02-13,32.08,32.06,32.45,32.01,13004.0
2026-02-24,32.47,32.08,32.6,31.8,16037.0
2026-02-25,32.14,32.17,32.29,31.93,11512.0
2026-02-26,32.2,32.59,32.96,31.96,19732.0
2026-02-27,32.45,32.46,32.62,32.13,13405.0
2026-03-02,32.0,30.83,32.23,30.62,27300.0
2026-03-03,30.92,29.6,31.45,29.54,25859.0
2026-03-04,29.61,29.48,30.04,29.2,22204.0
2026-03-05,30.56,30.0,30.6,29.83,16323.0
2026-03-06,29.98,30.55,30.66,29.9,14036.0
2026-03-09,30.45,29.34,30.45,28.5,53504.0
2026-03-10,29.66,30.2,30.34,29.66,35334.0
2026-03-11,30.2,30.42,30.53,29.88,28752.0
2026-03-12,30.4,29.9,30.4,29.76,18551.0
2026-03-13,29.78,29.86,30.21,29.65,15638.0
2026-03-16,29.85,29.8,29.87,29.4,13254.0
2026-03-17,29.97,29.03,30.1,28.94,16180.0
2026-03-18,29.07,29.85,29.85,29.02,13728.0
2026-03-19,29.58,29.09,29.77,29.0,14220.0
2026-03-20,29.24,28.91,29.72,28.88,19916.0
2026-03-23,28.57,28.54,29.21,27.94,36644.0
2026-03-24,28.87,31.3,31.45,28.34,64112.0
2026-03-25,31.2,30.74,31.33,30.51,33410.0
2026-03-26,30.6,30.03,30.85,29.42,31482.0
2026-03-27,29.6,29.74,30.14,29.5,20839.0
2026-03-30,29.19,29.97,30.25,28.75,23449.0
2026-03-31,29.71,29.1,30.05,29.03,14347.0
2026-04-01,29.55,29.89,30.09,29.48,16276.0
2026-04-02,29.78,29.2,29.98,28.83,16041.0
2026-04-03,29.22,28.35,29.44,28.2,16726.0
2026-04-07,28.4,28.52,28.99,28.4,11978.0
2026-04-08,29.1,30.22,30.27,29.1,26004.0
2026-04-09,30.18,30.72,30.96,29.91,32103.0
2026-04-10,30.8,30.78,31.15,30.54,22517.0
2026-04-13,30.7,31.52,32.0,30.54,28919.0
2026-04-14,31.58,32.13,32.2,31.32,28900.0
2026-04-15,32.14,31.13,32.16,31.07,21422.0
2026-04-16,31.19,31.15,31.4,30.93,15880.0
2026-04-17,31.15,31.28,31.75,30.68,30161.0
2026-04-20,31.44,31.38,31.85,31.24,19940.0
2026-04-21,31.2,34.4,34.95,31.2,146562.0
2026-04-22,34.6,35.51,35.63,34.0,90565.0
2026-04-23,35.3,35.64,35.82,34.68,66964.0
2026-04-24,33.46,36.0,36.54,33.16,116607.0
2026-04-27,35.66,36.19,36.26,34.99,64763.0
2026-04-28,36.36,35.91,36.4,35.04,59900.0
2026-04-29,35.6,36.29,36.63,35.51,35280.0
2026-04-30,36.28,37.37,37.95,36.02,53014.0
2026-05-06,37.15,37.4,37.99,36.85,55004.0
2026-05-07,37.37,38.32,38.8,37.37,45271.0
2026-05-08,38.25,38.38,38.76,37.59,43455.0
2026-05-11,38.68,39.66,39.98,38.38,45745.0
2026-05-12,39.28,38.92,39.63,38.07,44636.0
2026-05-13,38.8,38.03,41.26,37.4,69069.0
2026-05-14,38.56,36.98,39.8,36.98,44891.0
2026-05-15,37.3,37.5,38.38,37.1,39642.0
2026-05-18,37.48,38.7,38.9,36.75,45748.0
2026-05-19,38.41,39.18,39.8,38.22,45618.0
2026-05-20,39.18,39.46,39.66,38.59,27852.0
2026-05-21,39.48,39.0,40.39,38.55,39891.0
2026-05-22,39.1,36.74,39.1,36.5,63256.0
2026-05-25,37.02,36.66,37.39,35.07,53858.0
2026-05-26,36.45,36.26,36.81,35.52,26144.0
2026-05-27,36.26,35.13,36.26,34.98,25815.0
2026-05-28,35.17,38.55,40.08,34.68,133063.0
2026-05-29,38.89,34.73,39.66,34.09,116820.0
2026-06-01,35.42,33.14,35.9,33.0,63682.0
2026-06-02,33.03,32.3,33.46,31.24,44826.0
