date,open,close,high,low,amount
2025-12-01,40.93,40.95,40.98,40.36,5093.0
2025-12-02,40.72,40.57,41.07,40.4,3932.0
2025-12-03,40.69,40.21,40.69,40.13,3313.0
2025-12-04,40.21,40.15,40.41,40.11,2736.0
2025-12-05,40.2,40.33,40.35,39.83,3215.0
2025-12-08,40.33,40.51,40.67,40.17,3317.0
2025-12-09,40.55,39.96,40.58,39.92,3328.0
2025-12-10,40.0,40.38,40.61,39.83,3406.0
2025-12-11,40.4,41.31,42.0,40.1,9840.0
2025-12-12,41.09,40.88,41.74,40.6,6585.0
2025-12-15,40.7,41.01,41.46,40.7,4325.0
2025-12-16,40.86,41.38,41.7,40.86,5303.0
2025-12-17,41.24,41.3,41.99,41.15,5721.0
2025-12-18,41.64,40.97,41.64,40.85,4072.0
2025-12-19,41.0,41.13,41.3,40.83,3459.0
2025-12-22,41.13,40.88,41.31,40.78,5239.0
2025-12-23,41.19,40.47,41.19,40.34,3731.0
2025-12-24,40.35,40.46,40.66,40.35,2313.0
2025-12-25,40.58,40.6,40.75,40.35,3334.0
2025-12-26,40.5,40.42,40.75,40.31,2422.0
2025-12-29,40.57,40.26,40.57,40.22,2434.0
2025-12-30,40.26,40.04,40.47,40.01,2324.0
2025-12-31,40.05,39.9,40.13,39.89,3014.0
2026-01-05,40.0,40.27,40.3,39.92,2537.0
2026-01-06,40.29,40.8,40.95,40.29,4954.0
2026-01-07,40.8,40.82,40.94,40.51,3516.0
2026-01-08,40.94,40.89,40.94,40.67,3454.0
2026-01-09,41.0,41.04,41.16,40.79,4100.0
2026-01-12,41.11,41.55,41.7,40.8,8630.0
2026-01-13,41.61,41.41,42.2,41.3,9732.0
2026-01-14,41.41,41.27,41.79,41.02,8078.0
2026-01-15,41.26,41.17,41.79,41.04,5303.0
2026-01-16,41.19,41.62,41.97,41.12,6454.0
2026-01-19,41.83,41.28,41.83,41.15,4965.0
2026-01-20,41.47,41.28,41.6,41.1,3400.0
2026-01-21,41.4,41.24,41.58,41.18,4249.0
2026-01-22,41.25,41.16,41.33,41.07,3688.0
2026-01-23,41.13,41.7,41.83,41.06,7799.0
2026-01-26,41.83,42.7,42.82,41.75,16415.0
2026-01-27,42.9,45.11,45.98,42.89,46995.0
2026-01-28,45.5,47.5,50.88,43.3,77957.0
2026-01-29,48.5,45.72,49.0,45.1,45216.0
2026-01-30,45.55,46.52,47.5,43.22,41210.0
2026-02-02,45.2,42.33,45.51,42.02,31218.0
2026-02-03,42.6,43.63,43.81,42.0,17931.0
2026-02-04,44.0,42.95,44.04,42.67,12372.0
2026-02-05,42.71,41.7,42.76,41.66,11726.0
2026-02-06,41.66,41.85,42.25,41.27,7066.0
2026-02-09,41.83,42.5,42.73,41.63,14373.0
2026-02-10,42.3,41.4,42.35,41.33,10717.0
2026-02-11,41.4,41.29,41.95,41.2,6985.0
2026-02-12,41.52,40.52,41.54,40.5,11589.0
2026-02-13,40.52,40.24,40.77,40.22,6715.0
2026-02-24,40.5,41.43,41.7,40.35,9278.0
2026-02-25,41.3,41.27,41.5,41.05,5531.0
2026-02-26,41.39,41.31,41.58,41.07,5418.0
2026-02-27,41.11,40.78,41.12,40.39,8494.0
2026-03-02,40.37,40.4,40.78,39.86,11100.0
2026-03-03,40.33,39.29,40.48,39.18,12310.0
2026-03-04,39.16,38.7,39.54,38.66,8410.0
2026-03-05,39.17,38.8,39.38,38.66,5986.0
2026-03-06,38.83,39.09,39.14,38.68,4274.0
2026-03-09,38.09,37.69,38.67,37.6,8391.0
2026-03-10,37.8,38.18,38.45,37.8,4909.0
2026-03-11,38.33,38.63,39.36,38.18,6964.0
2026-03-12,38.91,38.53,39.25,38.3,4108.0
2026-03-13,38.69,38.46,38.86,38.3,3457.0
2026-03-16,38.46,38.13,38.78,38.02,3629.0
2026-03-17,38.28,38.26,38.83,38.04,4232.0
2026-03-18,38.4,37.88,38.48,37.61,7015.0
2026-03-19,37.6,36.45,37.6,36.44,7665.0
2026-03-20,36.41,35.79,36.83,35.78,6192.0
2026-03-23,35.0,33.33,35.28,33.33,10035.0
2026-03-24,33.7,33.96,34.26,33.5,5095.0
2026-03-25,34.29,34.53,34.92,34.11,2896.0
2026-03-26,34.9,34.02,35.33,34.02,3873.0
2026-03-27,34.91,34.76,34.91,34.1,2307.0
2026-03-30,34.53,34.65,35.0,34.01,3796.0
2026-03-31,34.61,34.4,35.72,34.18,6193.0
2026-04-01,34.9,35.03,35.52,33.97,6701.0
2026-04-02,34.81,34.54,35.59,34.3,5317.0
2026-04-03,34.56,33.79,34.79,33.61,3851.0
2026-04-07,33.83,33.79,34.08,33.55,2187.0
2026-04-08,34.33,35.01,35.26,34.01,6888.0
2026-04-09,34.55,34.15,35.0,34.12,3594.0
2026-04-10,34.25,34.4,34.86,34.25,2983.0
2026-04-13,34.14,34.38,34.53,34.14,1635.0
2026-04-14,34.4,34.7,34.73,34.28,3151.0
2026-04-15,34.7,34.79,35.2,34.7,3984.0
2026-04-16,34.91,34.81,35.1,34.53,2568.0
2026-04-17,34.99,36.19,36.71,34.05,18740.0
2026-04-20,35.69,36.05,36.6,35.16,13833.0
2026-04-21,35.88,35.08,35.88,35.0,8902.0
2026-04-22,35.2,35.41,35.56,35.08,5016.0
2026-04-23,35.5,34.73,35.5,34.68,5223.0
2026-04-24,34.92,34.29,34.92,34.14,2888.0
2026-04-27,34.15,34.87,34.94,34.1,3014.0
2026-04-28,34.68,34.69,35.28,34.4,4136.0
2026-04-29,34.4,34.24,34.69,33.7,5223.0
2026-04-30,34.22,34.34,34.58,33.98,2725.0
2026-05-06,34.44,34.65,34.8,34.4,3010.0
2026-05-07,34.8,35.5,35.5,34.8,6519.0
2026-05-08,35.45,35.72,35.9,35.19,6427.0
2026-05-11,35.78,35.45,35.82,35.2,5048.0
2026-05-12,35.44,35.15,35.9,35.02,4934.0
2026-05-13,35.12,35.34,35.6,35.02,3259.0
2026-05-14,35.35,34.01,35.45,34.0,7121.0
2026-05-15,34.24,34.23,35.0,33.81,5123.0
2026-05-18,34.59,34.37,34.6,33.88,3771.0
2026-05-19,34.17,34.61,34.91,34.11,3132.0
2026-05-20,34.56,33.78,34.8,33.77,4487.0
2026-05-21,34.06,32.24,34.16,32.22,7901.0
2026-05-22,32.36,31.8,32.68,31.66,5483.0
2026-05-25,32.2,31.39,32.25,31.36,4228.0
2026-05-26,31.33,31.1,31.58,30.67,5159.0
2026-05-27,31.03,29.98,31.06,29.98,7219.0
2026-05-28,29.97,30.06,30.48,29.74,4062.0
2026-05-29,30.39,29.88,30.52,29.88,3050.0
2026-06-01,29.8,30.18,30.32,29.8,2934.0
2026-06-02,30.18,30.1,30.18,29.67,2336.0
