date,open,close,high,low,amount
2025-12-01,19.88,20.0,20.02,19.73,77021.0
2025-12-02,20.05,19.82,20.05,19.77,66668.0
2025-12-03,19.8,19.36,19.86,19.29,96118.0
2025-12-04,19.36,19.33,19.44,19.17,59560.0
2025-12-05,19.33,19.62,19.67,19.2,83081.0
2025-12-08,19.66,19.61,19.8,19.6,74904.0
2025-12-09,19.61,19.25,19.64,19.25,74340.0
2025-12-10,19.25,19.1,19.26,18.92,89389.0
2025-12-11,19.11,18.89,19.18,18.88,71006.0
2025-12-12,18.87,19.0,19.07,18.82,106467.0
2025-12-15,18.85,18.84,18.99,18.64,63217.0
2025-12-16,18.78,18.62,18.85,18.51,67539.0
2025-12-17,18.62,18.82,18.84,18.3,89799.0
2025-12-18,18.7,18.75,18.92,18.63,63198.0
2025-12-19,18.76,18.91,19.05,18.76,62477.0
2025-12-22,18.91,18.97,19.1,18.87,57309.0
2025-12-23,19.01,18.85,19.03,18.8,47726.0
2025-12-24,18.82,18.98,19.05,18.8,56618.0
2025-12-25,18.96,19.07,19.12,18.9,68583.0
2025-12-26,19.0,19.09,19.3,19.0,71803.0
2025-12-29,19.06,18.98,19.19,18.95,60134.0
2025-12-30,18.95,18.91,19.18,18.88,91974.0
2025-12-31,18.89,19.09,19.19,18.75,111321.0
2026-01-05,19.18,19.43,19.44,19.09,152886.0
2026-01-06,19.44,19.59,19.6,19.35,131091.0
2026-01-07,19.51,19.48,19.63,19.39,100452.0
2026-01-08,19.5,19.71,19.83,19.49,123435.0
2026-01-09,19.71,19.94,19.98,19.67,150547.0
2026-01-12,20.12,21.17,21.19,20.11,345079.0
2026-01-13,21.17,20.71,21.33,20.62,267567.0
2026-01-14,20.65,21.48,21.86,20.65,471221.0
2026-01-15,21.8,21.2,21.81,21.08,217474.0
2026-01-16,21.25,20.8,21.41,20.66,215186.0
2026-01-19,20.66,20.48,20.9,20.4,189102.0
2026-01-20,20.72,20.32,20.73,20.13,144451.0
2026-01-21,20.15,20.27,20.48,20.14,121476.0
2026-01-22,20.34,20.45,20.64,20.34,115009.0
2026-01-23,20.5,20.63,20.71,20.42,125376.0
2026-01-26,20.63,20.23,20.75,19.99,160113.0
2026-01-27,20.18,20.33,20.38,19.84,146737.0
2026-01-28,20.25,20.32,20.62,20.22,126152.0
2026-01-29,20.19,20.34,20.73,19.9,184093.0
2026-01-30,20.28,19.57,20.28,19.53,190567.0
2026-02-02,19.55,19.32,19.86,19.3,140323.0
2026-02-03,19.51,19.58,19.61,19.28,89763.0
2026-02-04,19.46,19.35,19.47,19.17,128912.0
2026-02-05,19.17,19.14,19.3,19.11,89384.0
2026-02-06,19.07,19.07,19.28,18.91,83646.0
2026-02-09,19.27,19.36,19.4,19.2,85468.0
2026-02-10,19.36,19.6,19.68,19.32,100836.0
2026-02-11,19.52,19.5,19.68,19.47,76109.0
2026-02-12,19.59,19.64,19.7,19.39,88581.0
2026-02-13,19.52,19.35,19.77,19.35,85947.0
2026-02-24,19.53,19.24,19.53,19.15,97579.0
2026-02-25,19.28,19.26,19.39,19.23,86145.0
2026-02-26,19.29,19.19,19.32,19.13,90010.0
2026-02-27,19.13,19.37,19.49,19.13,90725.0
2026-03-02,19.13,18.69,19.18,18.61,176055.0
2026-03-03,18.69,17.93,18.81,17.89,174939.0
2026-03-04,17.77,17.8,18.02,17.68,87109.0
2026-03-05,18.15,17.92,18.24,17.84,83801.0
2026-03-06,17.85,18.1,18.12,17.8,83336.0
2026-03-09,17.95,18.12,18.17,17.62,113773.0
2026-03-10,18.21,18.31,18.48,18.15,93611.0
2026-03-11,18.31,18.21,18.39,18.18,63063.0
2026-03-12,18.16,18.18,18.31,18.11,66921.0
2026-03-13,18.1,18.04,18.21,17.9,71827.0
2026-03-16,18.04,18.02,18.04,17.82,56104.0
2026-03-17,18.04,17.91,18.24,17.9,69475.0
2026-03-18,17.97,18.08,18.12,17.86,58935.0
2026-03-19,17.9,17.91,18.07,17.84,71488.0
2026-03-20,18.0,17.4,18.03,17.4,91704.0
2026-03-23,17.06,16.44,17.22,16.33,123317.0
2026-03-24,16.68,16.8,16.83,16.43,71856.0
2026-03-25,16.84,16.91,17.05,16.8,61413.0
2026-03-26,16.91,16.63,16.99,16.58,53303.0
2026-03-27,16.51,16.72,16.82,16.48,57108.0
2026-03-30,16.5,16.65,16.75,16.28,65066.0
2026-03-31,16.6,16.52,16.84,16.48,63024.0
2026-04-01,16.75,16.74,16.8,16.63,48859.0
2026-04-02,16.67,16.34,16.67,16.25,64016.0
2026-04-03,16.34,16.1,16.46,16.08,47062.0
2026-04-07,16.15,16.19,16.27,16.06,39585.0
2026-04-08,16.56,16.97,16.97,16.5,102845.0
