date,open,close,high,low,amount
2026-05-07,45.0,94.02,130.0,45.0,228203.0
2026-05-08,66.01,65.82,78.0,65.82,166208.0
2026-05-11,63.15,70.27,71.99,63.1,128681.0
2026-05-12,70.0,81.33,82.98,66.99,133658.0
2026-05-13,79.0,75.22,81.58,75.0,93267.0
2026-05-14,73.0,65.8,77.82,65.56,100452.0
2026-05-15,67.0,68.0,69.68,64.5,65909.0
2026-05-18,66.0,69.1,69.81,58.83,73556.0
2026-05-19,68.4,66.96,72.18,66.68,51347.0
2026-05-20,66.0,71.16,73.96,64.0,82379.0
2026-05-21,71.0,64.34,71.02,64.02,63754.0
2026-05-22,64.47,61.31,65.6,60.23,43830.0
2026-05-25,59.0,56.08,60.64,55.31,53252.0
2026-05-26,56.3,53.1,57.29,51.69,43258.0
2026-05-27,52.52,50.4,54.8,49.83,39149.0
2026-05-28,50.4,51.18,51.99,49.01,27915.0
2026-05-29,51.9,51.1,52.83,49.1,36192.0
2026-06-01,50.8,54.48,54.75,50.05,43598.0
2026-06-02,54.98,51.0,55.88,50.11,39994.0
