date,open,close,high,low,amount
2025-12-01,26.25,26.54,27.44,26.02,171488.0
2025-12-02,26.11,26.85,27.1,25.89,150366.0
2025-12-03,26.71,26.03,27.25,25.76,128696.0
2025-12-04,26.03,25.1,26.17,25.08,103126.0
2025-12-05,25.07,25.88,25.92,24.82,83240.0
2025-12-08,26.13,26.77,27.25,25.71,126237.0
2025-12-09,26.6,26.77,27.07,26.27,84761.0
2025-12-10,26.63,26.36,26.87,26.14,56551.0
2025-12-11,26.38,25.6,26.48,25.52,54006.0
2025-12-12,25.7,28.18,28.18,25.7,122116.0
2025-12-15,27.98,27.75,28.2,27.19,141967.0
2025-12-16,27.83,27.86,28.95,27.51,173740.0
2025-12-17,28.05,29.58,29.59,28.05,211745.0
2025-12-18,28.4,28.87,29.26,28.21,139684.0
2025-12-19,28.44,28.68,29.2,27.59,116711.0
2025-12-22,28.5,28.02,28.69,27.77,100703.0
2025-12-23,27.83,27.41,28.1,27.11,85731.0
2025-12-24,27.42,27.71,27.79,27.17,60722.0
2025-12-25,27.53,28.62,28.78,27.38,122429.0
2025-12-26,28.34,27.91,28.39,27.65,81625.0
2025-12-29,27.78,28.07,28.35,27.6,60716.0
2025-12-30,27.79,26.29,27.79,26.03,110406.0
2025-12-31,26.68,26.27,26.68,25.84,50052.0
2026-01-05,26.46,26.76,26.83,26.24,45722.0
2026-01-06,26.78,26.52,26.86,26.27,53829.0
2026-01-07,26.54,26.26,26.6,26.19,42296.0
2026-01-08,26.28,26.9,26.99,26.13,54666.0
2026-01-09,26.99,28.25,28.89,26.99,146578.0
2026-01-12,28.7,29.29,29.7,28.62,157330.0
2026-01-13,29.21,28.15,29.45,28.04,110016.0
2026-01-14,28.15,27.9,28.37,27.39,80862.0
2026-01-15,27.64,27.59,27.88,27.42,45739.0
2026-01-16,28.0,27.8,28.27,27.43,58174.0
2026-01-19,27.69,28.8,28.82,27.51,84735.0
2026-01-20,28.8,28.1,28.88,27.78,59294.0
2026-01-21,27.88,28.66,28.82,27.69,58594.0
2026-01-22,28.65,29.25,29.6,28.34,81099.0
2026-01-23,29.2,30.0,30.85,28.82,137117.0
2026-01-26,29.88,29.59,30.46,29.18,98882.0
2026-01-27,29.21,29.64,29.92,28.95,60874.0
2026-01-28,29.54,29.27,29.98,29.13,57473.0
2026-01-29,29.11,28.58,29.58,28.33,63471.0
2026-01-30,29.0,29.29,30.28,28.81,80076.0
2026-02-02,29.08,28.3,29.73,28.26,50240.0
2026-02-03,28.78,28.7,28.99,28.2,38813.0
2026-02-04,28.69,28.16,28.69,27.82,39628.0
2026-02-05,28.02,27.61,28.6,27.52,31211.0
2026-02-06,27.46,27.56,27.89,27.34,25337.0
2026-02-09,27.85,27.92,28.1,27.68,25699.0
2026-02-10,27.92,27.8,28.16,27.59,28015.0
2026-02-11,27.79,27.6,27.97,27.6,21376.0
2026-02-12,27.77,27.78,28.23,27.32,35436.0
2026-02-13,27.83,27.47,28.09,27.3,30097.0
2026-02-24,27.5,28.1,28.18,27.5,33310.0
2026-02-25,28.11,28.17,28.33,27.83,27871.0
2026-02-26,28.28,28.32,28.38,27.98,34465.0
2026-02-27,28.22,28.64,28.64,28.13,33142.0
2026-03-02,28.52,28.37,28.94,28.01,46730.0
2026-03-03,28.59,27.84,29.29,27.44,80777.0
2026-03-04,27.17,27.37,27.94,26.69,45350.0
2026-03-05,27.83,27.04,27.94,26.85,34593.0
2026-03-06,27.0,27.19,27.56,26.88,22686.0
2026-03-09,27.03,26.08,27.03,25.68,41680.0
2026-03-10,26.34,27.11,27.13,26.25,34885.0
2026-03-11,27.11,26.57,27.46,26.53,26904.0
2026-03-12,26.57,26.03,26.65,25.92,22100.0
2026-03-13,25.93,25.84,26.29,25.8,18258.0
2026-03-16,25.72,26.03,26.28,25.65,15609.0
2026-03-17,26.02,25.54,26.27,25.51,18919.0
2026-03-18,25.63,25.63,25.73,25.16,18921.0
2026-03-19,25.4,24.84,25.51,24.74,20706.0
2026-03-20,24.94,24.65,25.53,24.43,26998.0
2026-03-23,24.19,23.1,24.41,22.98,30271.0
2026-03-24,23.56,24.0,24.06,23.16,24500.0
2026-03-25,24.01,24.18,24.37,23.96,14408.0
2026-03-26,24.0,24.0,24.49,23.82,14200.0
2026-03-27,23.87,24.33,24.45,23.53,13128.0
2026-03-30,24.18,24.54,24.54,24.06,14013.0
2026-03-31,24.54,24.06,24.68,24.0,14988.0
2026-04-01,24.43,24.38,24.53,24.2,11782.0
2026-04-02,24.35,24.2,24.67,23.92,10915.0
2026-04-03,24.42,23.65,24.42,23.5,10792.0
2026-04-07,23.79,24.09,24.28,23.64,15405.0
2026-04-08,24.41,24.86,24.9,24.1,16850.0
2026-04-09,24.67,24.57,24.85,24.53,11799.0
2026-04-10,24.72,24.78,25.0,24.58,14637.0
2026-04-13,24.78,24.91,24.98,24.5,13210.0
2026-04-14,25.06,25.58,25.6,24.81,23369.0
2026-04-15,25.58,25.46,26.28,25.39,30031.0
2026-04-16,25.51,25.31,25.63,25.25,18553.0
2026-04-17,25.25,25.34,25.47,25.05,13813.0
2026-04-20,25.39,25.88,26.76,25.25,45936.0
2026-04-21,25.73,25.66,25.98,25.4,28474.0
2026-04-22,25.41,25.49,25.6,25.15,18254.0
2026-04-23,25.41,25.36,25.7,24.93,25394.0
2026-04-24,25.11,25.12,25.65,24.73,24938.0
2026-04-27,24.97,25.43,25.44,24.47,22384.0
2026-04-28,25.45,24.74,25.61,24.48,21504.0
2026-04-29,22.28,22.89,23.36,22.28,55411.0
2026-04-30,22.91,22.95,23.34,22.68,30227.0
2026-05-06,23.0,22.98,23.21,22.88,27324.0
2026-05-07,23.0,23.07,23.17,22.8,21382.0
2026-05-08,23.08,23.58,23.62,22.9,28580.0
2026-05-11,23.58,23.33,23.67,23.17,23677.0
2026-05-12,23.22,22.69,23.43,22.62,23639.0
2026-05-13,22.53,22.3,22.69,21.93,36387.0
2026-05-14,22.4,21.9,22.4,21.74,26956.0
2026-05-15,22.01,21.8,22.05,21.55,19689.0
2026-05-18,21.79,21.87,21.95,21.45,20747.0
2026-05-19,21.8,22.01,22.06,21.62,17293.0
2026-05-20,22.01,21.88,22.05,21.62,12437.0
2026-05-21,21.89,21.34,22.44,21.25,25107.0
2026-05-22,21.34,21.61,21.74,21.14,17511.0
2026-05-25,21.61,21.2,21.71,20.98,17295.0
2026-05-26,21.2,20.73,21.38,20.52,18383.0
2026-05-27,20.73,20.55,20.83,20.36,17469.0
2026-05-28,20.56,20.59,20.74,20.04,15085.0
2026-05-29,20.5,19.82,20.52,19.66,21645.0
2026-06-01,19.82,20.78,21.14,19.68,32483.0
2026-06-02,20.75,20.35,21.04,20.15,15929.0
