date,open,close,high,low,amount
2025-12-01,7.57,7.73,7.75,7.54,32352.0
2025-12-02,7.75,7.64,7.8,7.64,21609.0
2025-12-03,7.71,7.48,7.71,7.46,22468.0
2025-12-04,7.45,7.3,7.56,7.29,26537.0
2025-12-05,7.39,7.43,7.49,7.27,17405.0
2025-12-08,7.43,7.46,7.55,7.39,16330.0
2025-12-09,7.42,7.23,7.46,7.23,20197.0
2025-12-10,7.22,7.37,7.41,7.18,26807.0
2025-12-11,7.37,7.53,7.68,7.1,56900.0
2025-12-12,7.55,7.52,7.69,7.43,31963.0
2025-12-15,7.52,7.53,7.59,7.35,27891.0
2025-12-16,7.5,7.62,7.69,7.45,35297.0
2025-12-17,7.55,7.58,7.71,7.46,30346.0
2025-12-18,7.6,7.57,7.61,7.51,18091.0
2025-12-19,7.62,7.73,7.77,7.56,34972.0
2025-12-22,7.7,7.78,7.86,7.7,23689.0
2025-12-23,7.82,7.69,7.82,7.66,18715.0
2025-12-24,7.7,7.72,7.77,7.62,11685.0
2025-12-25,7.73,7.77,8.04,7.73,37471.0
2025-12-26,7.74,7.75,7.84,7.63,25161.0
2025-12-29,7.74,7.65,7.84,7.63,28478.0
2025-12-30,7.72,7.58,7.72,7.56,15854.0
2025-12-31,7.67,7.74,7.86,7.58,27077.0
2026-01-05,7.72,7.73,7.8,7.67,16741.0
2026-01-06,7.79,7.78,7.82,7.71,19933.0
2026-01-07,7.81,7.85,7.94,7.79,26333.0
2026-01-08,7.81,8.07,8.09,7.81,46531.0
2026-01-09,8.1,7.96,8.1,7.88,39560.0
2026-01-12,7.99,8.19,8.19,7.9,46733.0
2026-01-13,8.19,8.6,8.6,8.12,92331.0
2026-01-14,8.55,8.87,9.05,8.36,125995.0
2026-01-15,8.91,8.53,9.25,8.5,114639.0
2026-01-16,8.65,8.67,8.9,8.5,63066.0
2026-01-19,8.63,8.8,9.16,8.51,100353.0
2026-01-20,9.05,8.79,9.15,8.73,45576.0
2026-01-21,8.74,8.8,9.01,8.69,42468.0
2026-01-22,8.75,9.01,9.12,8.72,75394.0
2026-01-23,9.04,8.75,9.04,8.75,67890.0
2026-01-26,8.8,8.47,8.8,8.35,49243.0
