date,open,close,high,low,amount
2025-12-01,25.02,24.95,25.28,24.82,16078.0
2025-12-02,25.0,24.89,25.02,24.55,11352.0
2025-12-03,24.97,24.55,24.97,24.43,13471.0
2025-12-04,24.69,23.81,24.8,23.8,23061.0
2025-12-05,23.8,24.55,24.6,23.59,20250.0
2025-12-08,24.55,24.5,24.72,24.11,11408.0
2025-12-09,24.58,24.41,25.05,24.3,13333.0
2025-12-10,24.31,24.22,24.69,24.12,11147.0
2025-12-11,24.34,23.72,24.79,23.71,15686.0
2025-12-12,23.71,23.12,23.95,23.04,17431.0
2025-12-15,23.09,23.21,23.64,22.65,11600.0
2025-12-16,23.29,22.72,23.33,22.64,11438.0
2025-12-17,22.82,22.6,23.19,22.15,12152.0
2025-12-18,22.57,23.1,23.26,22.43,16596.0
2025-12-19,23.11,23.76,23.88,23.01,14126.0
2025-12-22,24.0,23.65,24.05,23.49,12863.0
2025-12-23,23.75,23.33,24.12,23.28,11423.0
2025-12-24,23.42,23.41,23.56,23.01,11186.0
2025-12-25,23.33,23.54,23.76,23.32,8214.0
2025-12-26,23.54,23.31,23.7,23.29,9437.0
2025-12-29,23.45,23.6,23.63,23.0,12494.0
2025-12-30,23.51,23.19,23.72,23.16,9922.0
2025-12-31,23.16,23.35,23.5,22.79,9603.0
2026-01-05,23.44,23.51,23.77,23.28,13554.0
2026-01-06,23.5,23.6,23.8,23.34,13984.0
2026-01-07,23.62,23.32,23.99,23.28,12346.0
2026-01-08,23.35,23.67,23.8,23.21,10074.0
2026-01-09,23.7,24.01,24.16,23.56,13961.0
2026-01-12,24.0,24.27,24.35,23.67,12900.0
2026-01-13,24.33,24.35,24.8,24.16,14538.0
2026-01-14,24.25,24.45,24.63,24.01,15107.0
2026-01-15,24.35,24.36,24.88,24.19,11919.0
2026-01-16,24.4,24.31,24.56,24.13,10760.0
2026-01-19,24.32,24.76,24.79,24.21,14096.0
2026-01-20,24.57,24.62,24.78,24.32,18166.0
2026-01-21,24.38,24.76,24.91,24.3,13033.0
2026-01-22,24.77,25.01,25.19,24.72,12613.0
2026-01-23,25.19,25.16,25.29,24.61,11397.0
2026-01-26,25.17,24.85,25.66,24.65,15074.0
2026-01-27,24.89,24.8,24.95,24.12,13261.0
2026-01-28,24.61,24.39,25.14,24.33,10865.0
2026-01-29,24.28,24.56,25.0,24.28,14958.0
2026-01-30,24.38,24.79,24.92,24.37,15144.0
2026-02-02,24.81,24.6,25.16,24.59,16391.0
2026-02-03,25.58,24.93,25.58,24.64,17997.0
2026-02-04,24.88,25.11,25.34,24.85,14198.0
2026-02-05,25.06,25.27,25.48,24.96,11756.0
2026-02-06,25.08,25.46,25.66,25.08,13761.0
2026-02-09,25.65,25.62,25.73,25.3,14297.0
2026-02-10,25.72,25.6,25.72,25.42,11870.0
2026-02-11,25.6,25.43,25.68,25.31,8205.0
2026-02-12,25.4,25.02,25.5,25.01,11484.0
2026-02-13,25.08,24.96,25.38,24.96,9781.0
2026-02-24,25.28,25.56,25.68,25.28,12369.0
2026-02-25,25.6,25.42,25.87,25.37,8804.0
2026-02-26,25.42,25.11,25.55,24.97,13125.0
2026-02-27,25.11,25.41,25.44,25.03,9245.0
2026-03-02,25.02,24.3,25.37,24.24,16858.0
2026-03-03,24.3,23.77,24.7,23.75,15681.0
2026-03-04,23.41,23.59,24.0,23.31,12973.0
2026-03-05,24.17,23.72,24.19,23.61,9724.0
2026-03-06,23.5,24.87,25.1,23.5,17786.0
2026-03-09,24.68,24.86,24.91,24.2,18803.0
2026-03-10,24.99,25.2,26.0,24.82,19006.0
2026-03-11,25.21,24.95,25.42,24.91,14884.0
2026-03-12,25.15,24.72,25.2,24.5,11407.0
2026-03-13,24.52,24.99,25.3,24.42,11954.0
2026-03-16,24.99,24.89,25.26,24.57,14641.0
2026-03-17,24.99,24.25,25.15,24.0,11540.0
2026-03-18,24.26,24.53,24.67,23.94,11325.0
2026-03-19,24.31,23.65,24.49,23.36,14250.0
2026-03-20,23.65,22.45,23.9,22.22,25377.0
2026-03-23,21.97,20.9,22.22,20.68,28281.0
2026-03-24,21.58,22.47,22.57,21.24,26820.0
2026-03-25,22.59,23.09,23.2,22.48,15071.0
