day,open,high,low,close,volume
2025-05-22,11.41,11.68,10.86,10.91,7393736
2025-05-23,10.99,11.02,10.57,10.65,4944244
2025-05-26,10.71,11.0,10.57,10.98,3335176
2025-05-27,10.93,11.1,10.8,10.93,3124876
2025-05-28,10.96,10.99,10.55,10.61,2533335
2025-05-29,10.78,11.0,10.68,10.98,3399999
2025-05-30,10.94,10.99,10.71,10.77,2016633
2025-06-03,10.89,11.48,10.81,11.48,8701048
2025-06-04,11.43,12.59,11.3,11.84,13951121
2025-06-05,11.77,12.18,11.41,11.69,10230496
2025-06-06,11.51,11.69,11.4,11.56,5959479
2025-06-09,11.87,12.54,11.72,12.29,15921304
2025-06-10,12.13,13.09,11.98,12.35,18425008
2025-06-11,12.1,15.3,12.08,13.8,32843795
2025-06-12,13.36,14.0,12.82,13.47,20122873
2025-06-13,13.81,17.1,13.59,15.4,32675274
2025-06-16,15.0,18.29,14.98,17.15,32560202
2025-06-17,16.51,18.25,16.33,16.64,27312517
2025-06-18,15.75,15.8,14.18,14.29,27483239
2025-06-19,13.91,14.28,13.36,13.75,17269046
2025-06-20,13.95,14.38,13.3,13.38,15009560
2025-06-23,13.0,14.18,12.98,14.12,13752532
2025-06-24,13.84,14.13,13.7,13.91,12197717
2025-06-25,13.85,14.02,13.51,13.93,12175201
2025-06-26,13.8,13.94,13.56,13.59,10376869
2025-06-27,13.86,14.48,13.71,14.3,17224636
2025-06-30,14.4,15.57,13.93,15.09,18727792
2025-07-01,14.68,16.43,14.53,15.92,25615466
2025-07-02,15.5,16.01,14.98,15.24,17681389
2025-07-03,15.3,15.57,14.69,14.77,13054039
2025-07-04,14.7,14.78,14.0,14.0,11420068
2025-07-07,13.93,14.8,13.88,14.56,11048604
2025-07-08,14.48,15.12,14.38,14.74,11936901
2025-07-09,14.53,14.7,13.89,13.94,11110349
2025-07-10,14.37,14.97,14.01,14.56,15727611
2025-07-11,15.5,18.92,15.5,18.92,41775273
2025-07-14,19.0,20.88,18.56,18.92,41909739
2025-07-15,18.24,20.68,17.95,18.3,30155759
2025-07-16,18.59,20.0,17.44,19.49,30243446
2025-07-17,18.58,19.29,17.89,18.56,25997881
2025-07-18,18.45,22.38,18.18,20.25,38872031
2025-07-21,19.2,21.32,19.0,19.68,29671687
2025-07-22,19.11,19.86,18.9,18.95,22675897
2025-07-23,18.61,20.85,18.33,19.28,24141154
2025-07-24,18.75,22.5,18.68,21.01,35745762
2025-07-25,20.4,21.19,19.7,20.57,25040149
2025-07-28,20.12,21.56,20.09,20.7,21006837
2025-07-29,20.48,20.99,19.6,19.9,17402916
2025-07-30,20.21,20.45,18.5,19.18,17380517
2025-07-31,18.73,19.15,18.27,18.6,11502675
2025-08-01,18.58,18.98,18.4,18.59,8655425
2025-08-04,18.39,18.99,18.21,18.55,8988647
2025-08-05,18.7,18.89,18.03,18.23,9722657
2025-08-06,17.9,18.5,17.72,18.34,8802475
2025-08-07,18.48,22.5,18.14,21.2,34519695
2025-08-08,20.4,21.95,20.2,20.4,24747854
2025-08-11,20.07,21.09,19.81,20.93,18490720
2025-08-12,20.41,20.68,19.15,19.26,17779705
2025-08-13,19.16,19.97,19.16,19.53,13154761
2025-08-14,19.52,20.38,18.88,19.35,15181485
2025-08-15,18.9,20.23,18.9,19.72,15364964
2025-08-18,20.0,22.79,19.6,22.55,30110611
2025-08-19,22.49,23.58,21.3,21.46,28378965
2025-08-20,20.87,22.46,20.61,21.23,19811245
2025-08-21,20.7,22.28,20.5,20.62,14272991
2025-08-22,20.53,22.15,20.53,21.38,19651733
2025-08-25,22.2,25.1,21.57,22.92,26695667
2025-08-26,22.46,22.75,21.34,21.52,17941009
2025-08-27,21.7,23.38,21.18,22.39,22781120
2025-08-28,21.99,24.26,21.83,22.64,21276298
2025-08-29,22.69,23.58,21.8,21.84,19868104
2025-09-01,21.7,21.7,20.83,21.25,14076372
2025-09-02,21.1,21.3,20.31,20.67,11231208
2025-09-03,20.67,20.88,19.71,19.81,8939176
2025-09-04,19.95,20.2,18.93,19.23,8995412
2025-09-05,19.19,20.41,19.19,20.36,9487182
2025-09-08,20.45,20.7,20.04,20.15,7011553
2025-09-09,20.67,20.67,19.82,19.88,6812383
2025-09-10,19.75,20.33,19.3,19.49,5924905
2025-09-11,19.5,20.25,19.5,20.02,6986086
2025-09-12,20.06,20.93,19.82,20.5,11062144
2025-09-15,20.66,20.9,19.77,20.01,7539618
2025-09-16,19.8,20.06,19.17,19.35,8156854
2025-09-17,19.36,19.73,19.12,19.45,5978163
2025-09-18,19.27,19.42,18.34,18.62,10554170
2025-09-19,18.5,18.88,18.0,18.08,5509176
2025-09-22,18.0,18.19,17.7,17.79,4332609
2025-09-23,17.86,17.88,16.52,16.89,6499349
2025-09-24,16.9,17.33,16.85,17.23,4016290
2025-09-25,17.26,18.09,17.02,17.68,7059277
2025-09-26,18.02,18.5,17.57,17.58,6040038
2025-09-29,17.65,17.77,17.28,17.4,5163522
2025-09-30,17.3,18.81,17.3,18.09,8828325
2025-10-09,18.82,19.56,18.27,19.42,13046894
2025-10-10,20.32,20.56,18.78,18.84,13541449
2025-10-13,19.88,22.0,19.8,21.21,26422393
2025-10-14,20.56,21.06,19.58,19.63,16699975
2025-10-15,19.75,20.36,19.02,19.21,10709203
2025-10-16,18.8,19.28,18.31,18.41,8489001
2025-10-17,18.58,19.31,18.38,18.42,7270298
2025-10-20,18.02,19.55,17.81,19.2,10804737
2025-10-21,18.93,19.49,18.75,18.96,8318973
2025-10-22,18.63,18.63,18.01,18.21,6280560
2025-10-23,18.2,18.26,17.55,17.83,4520262
2025-10-24,18.0,18.38,17.91,18.15,4196504
2025-10-27,18.08,18.79,18.02,18.22,5337020
2025-10-28,18.33,18.33,17.7,17.73,4714743
2025-10-29,17.77,18.59,17.54,18.48,6108616
2025-10-30,18.8,20.88,18.4,19.14,17312453
2025-10-31,18.5,18.98,18.18,18.36,9469405
2025-11-03,18.46,18.46,17.87,17.9,5261662
2025-11-04,18.05,18.38,17.71,17.92,4246225
2025-11-05,17.67,18.05,17.66,17.9,3037825
