day,open,high,low,close,volume
2025-05-22,31.69,32.44,30.5,30.88,4644160
2025-05-23,30.55,31.7,30.0,30.05,3074764
2025-05-26,29.94,31.2,29.77,30.93,2842060
2025-05-27,31.39,32.38,30.42,31.79,3593605
2025-05-28,31.73,32.2,30.55,30.79,2833963
2025-05-29,30.7,33.2,30.61,33.15,6120546
2025-05-30,32.9,34.36,32.16,33.5,5441484
2025-06-03,33.0,34.97,32.7,34.4,5630322
2025-06-04,34.62,35.23,33.68,33.8,4852756
2025-06-05,34.13,34.19,33.18,33.39,3152951
2025-06-06,33.3,35.05,33.28,33.87,4642810
2025-06-09,34.29,34.3,33.31,33.56,3403877
2025-06-10,33.6,33.88,32.16,32.91,3475750
2025-06-11,32.88,33.4,32.74,32.88,2132697
2025-06-12,32.76,33.15,32.5,33.13,2052261
2025-06-13,32.65,33.1,31.6,31.64,2664715
2025-06-16,31.57,32.3,31.09,32.14,1844500
2025-06-17,32.22,32.43,31.6,32.1,1679241
2025-06-18,31.78,32.12,31.05,31.39,2110538
2025-06-19,31.32,32.52,31.0,31.11,2768466
2025-06-20,31.02,33.3,31.02,32.68,4923492
2025-06-23,32.16,33.92,31.8,33.66,4782626
2025-06-24,34.45,35.11,33.73,33.79,6494674
2025-06-25,33.79,36.5,33.47,35.71,8029281
2025-06-26,38.55,41.0,36.5,36.5,13758850
2025-06-27,38.0,43.43,35.44,40.82,15519106
2025-06-30,39.35,40.0,37.76,37.98,10938149
2025-07-01,37.87,40.6,37.48,38.01,10248417
2025-07-02,37.8,38.0,36.0,36.7,7030115
2025-07-03,36.56,39.87,36.42,38.8,9005712
2025-07-04,37.92,38.7,37.0,37.0,5548725
2025-07-07,36.7,38.46,36.63,37.43,4352808
2025-07-08,37.78,40.2,37.4,38.93,8165726
2025-07-09,38.56,39.27,36.99,37.0,6194439
2025-07-10,36.53,37.85,35.81,37.45,4967811
2025-07-11,37.17,37.49,36.52,36.79,3472569
2025-07-14,36.78,37.3,36.2,36.8,2539486
2025-07-15,36.79,37.52,36.28,37.39,3469746
2025-07-16,37.3,38.26,37.03,37.06,4075751
2025-07-17,36.7,37.4,36.48,37.1,2665929
2025-07-18,37.4,37.88,37.03,37.04,3709909
2025-07-21,37.25,37.34,36.47,36.7,2859425
2025-07-22,36.65,36.65,35.35,35.49,4446480
2025-07-23,35.35,35.43,34.55,35.08,3302618
