day,open,high,low,close,volume
2025-05-22,30.03,30.68,29.08,29.11,2976464
2025-05-23,29.5,29.5,28.45,28.45,2269302
2025-05-26,28.06,28.85,28.06,28.75,1479499
2025-05-27,30.0,32.55,30.0,30.56,7150467
2025-05-28,29.0,30.2,28.86,29.35,5351008
2025-05-29,29.22,29.6,28.53,29.46,3411273
2025-05-30,29.4,29.88,28.85,29.0,2223434
2025-06-03,29.4,30.18,29.0,29.92,3305356
2025-06-04,29.63,32.4,29.38,30.9,6297254
2025-06-05,31.5,31.76,30.11,30.27,5093341
2025-06-06,29.87,30.49,29.69,30.06,2220791
2025-06-09,30.0,30.39,29.95,30.15,2138983
2025-06-10,30.37,30.37,29.1,29.82,2357663
2025-06-11,29.8,30.65,29.61,30.59,3274495
2025-06-12,30.4,30.95,30.2,30.7,2598910
2025-06-13,30.53,32.0,30.16,31.4,5015098
2025-06-16,30.81,31.16,30.28,30.97,2904808
2025-06-17,30.77,31.77,30.31,30.46,2536471
2025-06-18,30.01,30.13,29.3,29.63,2706045
2025-06-19,29.9,29.9,28.85,28.86,1948926
2025-06-20,29.01,30.3,28.8,29.23,2360678
2025-06-23,28.6,29.42,28.22,29.32,1937352
2025-06-24,29.23,29.85,29.0,29.83,1806649
2025-06-25,30.0,30.23,29.5,30.0,2045920
2025-06-26,30.35,31.0,29.88,29.94,2578082
2025-06-27,29.86,30.2,29.58,30.0,1730493
2025-06-30,30.2,30.65,29.83,30.28,2043973
2025-07-01,30.27,32.23,30.09,31.01,5199265
2025-07-02,30.17,30.98,29.98,30.02,3258303
2025-07-03,30.0,30.64,30.0,30.27,1801916
2025-07-04,30.32,30.52,29.58,29.62,1534484
2025-07-07,29.73,29.87,29.2,29.4,1017961
2025-07-08,29.88,29.88,29.42,29.73,993073
2025-07-09,29.7,30.09,29.45,29.48,1045176
2025-07-10,29.7,29.7,29.09,29.48,986045
2025-07-11,29.95,30.26,29.72,29.82,1467694
2025-07-14,29.84,30.18,29.5,29.95,986516
2025-07-15,30.0,30.06,29.2,29.45,1247055
2025-07-16,29.85,29.87,29.34,29.57,841942
2025-07-17,29.5,29.85,29.26,29.55,1340218
2025-07-18,29.55,29.79,29.39,29.43,998787
2025-07-21,29.6,30.28,29.29,29.78,1867449
2025-07-22,30.02,31.09,29.8,30.43,3815525
2025-07-23,30.39,30.79,29.33,29.4,2483733
2025-07-24,29.33,29.66,29.18,29.53,1696708
2025-07-25,29.56,29.71,29.2,29.47,1085631
2025-07-28,29.33,29.65,29.2,29.27,1051488
2025-07-29,29.37,30.22,29.1,29.47,2101806
2025-07-30,29.2,29.47,28.69,28.98,1928569
2025-07-31,28.79,29.8,28.75,29.02,2520708
2025-08-01,29.44,29.69,29.02,29.1,1275702
2025-08-04,28.8,29.26,28.8,29.19,921808
2025-08-05,29.2,29.6,29.03,29.12,1429531
2025-08-06,28.84,29.21,28.84,29.07,1168349
2025-08-07,29.39,29.39,28.9,29.05,1238014
2025-08-08,29.18,29.2,28.84,28.89,1070362
2025-08-11,29.09,31.19,28.8,30.48,6650015
2025-08-12,30.25,30.69,29.61,29.95,2155181
2025-08-13,30.0,32.18,29.9,30.82,3431550
2025-08-14,29.9,30.65,29.3,29.44,2513297
2025-08-15,29.44,29.78,28.91,29.22,4310156
2025-08-18,29.22,29.84,29.05,29.7,2995903
2025-08-19,29.74,30.28,29.6,29.81,2940437
2025-08-20,29.89,30.32,29.41,29.95,2227897
2025-08-21,29.99,30.97,29.71,30.2,3427508
2025-08-22,30.01,30.21,29.5,29.93,2141012
2025-08-25,30.37,30.37,29.64,29.96,2263009
2025-08-26,29.96,30.06,29.58,29.62,1853940
2025-08-27,29.62,29.77,28.98,29.02,1851750
2025-08-28,29.02,29.44,28.59,29.08,1425138
2025-08-29,28.7,29.29,28.69,28.89,1806623
2025-09-01,28.73,29.0,28.37,28.41,1860272
2025-09-02,28.59,28.93,28.35,28.7,1396639
2025-09-03,28.95,28.95,28.02,28.2,1283972
2025-09-04,28.32,28.88,28.03,28.6,1361066
2025-09-05,28.43,29.88,28.43,29.49,3517897
2025-09-08,29.13,30.6,29.08,29.45,3431472
2025-09-09,29.18,29.35,28.48,28.58,1974942
2025-09-10,28.5,28.73,28.28,28.41,1245714
2025-09-11,28.32,28.88,28.19,28.7,1190103
2025-09-12,28.98,30.88,28.66,29.57,6311057
2025-09-15,28.7,28.9,28.33,28.75,3909539
2025-09-16,28.7,28.97,28.37,28.56,1870957
2025-09-17,28.6,28.66,28.3,28.63,1547937
2025-09-18,28.68,29.33,28.31,28.51,2321218
2025-09-19,28.41,28.7,28.23,28.44,1529485
2025-09-22,28.42,28.7,28.06,28.14,1255451
2025-09-23,28.11,28.15,26.0,26.65,2127953
2025-09-24,26.5,28.31,26.5,27.53,2315070
2025-09-25,27.17,27.49,26.7,26.8,1713558
2025-09-26,26.9,27.0,26.22,26.29,1063081
2025-09-29,26.64,26.64,25.98,26.18,970691
2025-09-30,26.48,26.49,26.03,26.05,721756
2025-10-09,25.88,27.56,25.35,27.19,2636860
2025-10-10,33.0,33.16,28.15,28.2,7428705
