day,open,high,low,close,volume
2025-04-28,6.54,6.54,6.35,6.42,7247000
2025-04-29,6.39,6.58,6.33,6.52,9181591
2025-04-30,6.57,6.68,6.52,6.64,7668800
2025-05-06,6.74,6.85,6.7,6.84,9473100
2025-05-07,6.91,6.98,6.76,6.84,12581350
2025-05-08,6.8,6.94,6.8,6.9,8065094
2025-05-09,6.93,6.94,6.77,6.83,8436700
2025-05-12,6.9,6.99,6.85,6.96,8914548
2025-05-13,7.0,7.17,6.92,6.95,13015900
2025-05-14,6.9,6.98,6.86,6.93,7696075
2025-05-15,6.93,6.95,6.83,6.85,5921250
2025-05-16,6.8,6.94,6.8,6.88,6616425
2025-05-19,6.96,7.02,6.88,6.96,7150250
2025-05-20,6.96,7.4,6.89,7.35,25402425
2025-05-21,7.24,7.95,7.1,7.66,43272800
2025-05-22,7.49,7.6,7.29,7.35,28301825
2025-05-23,7.25,7.32,7.03,7.07,19161650
2025-05-26,7.07,7.8,7.02,7.61,32093804
2025-05-27,7.55,7.95,7.52,7.7,38218175
2025-05-28,7.86,8.16,7.66,7.7,33436967
2025-05-29,7.85,8.16,7.71,8.01,39100650
2025-05-30,7.89,7.97,7.46,7.53,30969500
2025-06-03,7.46,7.61,7.4,7.55,16375800
2025-06-04,7.53,7.56,7.32,7.36,17185025
2025-06-05,7.39,7.4,7.25,7.36,11998499
2025-06-06,7.35,7.35,7.22,7.27,10855749
2025-06-09,7.32,7.39,7.3,7.39,10058352
2025-06-10,7.36,7.38,7.12,7.23,11957400
2025-06-11,7.19,7.4,7.19,7.22,9972300
2025-06-12,7.21,7.24,7.11,7.16,9558600
2025-06-13,7.11,7.18,6.92,6.96,10908900
2025-06-16,6.96,7.05,6.93,7.02,6902100
2025-06-17,7.0,7.12,6.96,7.05,7845771
2025-06-18,7.03,7.06,6.91,7.05,8444725
2025-06-19,7.02,7.07,6.84,6.86,7949700
2025-06-20,6.88,7.22,6.83,7.07,18459850
2025-06-23,7.09,7.82,7.01,7.81,36762350
2025-06-24,7.87,8.25,7.78,8.15,40654110
2025-06-25,8.17,8.3,8.07,8.27,27118000
2025-06-26,8.25,8.34,7.98,8.01,23390028
2025-06-27,8.06,8.14,7.94,8.03,13951986
2025-06-30,8.1,8.37,8.02,8.27,23484825
2025-07-01,8.28,8.32,8.11,8.22,11336525
2025-07-02,8.23,8.25,8.03,8.13,10130425
2025-07-03,8.16,8.33,8.15,8.28,13294200
2025-07-04,8.32,8.32,8.18,8.22,10065425
2025-07-07,8.24,8.33,8.15,8.23,8545275
2025-07-08,8.29,8.3,8.18,8.27,9640000
2025-07-09,8.28,8.57,8.18,8.23,19061225
2025-07-10,8.19,8.22,8.02,8.06,14557175
2025-07-11,8.08,8.15,7.96,8.11,11121250
2025-07-14,8.12,8.18,8.05,8.12,7728300
2025-07-15,8.11,8.16,7.9,8.15,9345025
2025-07-16,8.12,8.34,8.09,8.25,13450950
2025-07-17,8.25,8.85,8.2,8.82,38832544
2025-07-18,8.92,9.22,8.82,9.15,36885878
2025-07-21,9.15,9.32,8.91,9.22,26774747
2025-07-22,9.23,9.47,9.14,9.4,23204603
2025-07-23,9.41,9.59,9.25,9.26,19824675
2025-07-24,9.27,9.42,9.18,9.37,13846650
2025-07-25,9.35,9.55,9.27,9.5,12957225
2025-07-28,9.75,10.18,9.67,9.98,30951072
2025-07-29,9.91,10.12,9.76,10.12,17808225
2025-07-30,10.37,11.36,10.35,11.05,52660299
2025-07-31,11.05,12.04,11.05,11.8,63926704
2025-08-01,11.5,14.16,11.46,14.16,76603098
2025-08-04,15.3,16.99,15.29,16.99,48749582
2025-08-05,19.05,20.39,18.69,20.39,133417561
2025-08-06,19.18,19.45,16.51,17.04,121295958
2025-08-07,16.7,17.71,16.1,17.45,96280620
2025-08-08,16.8,16.8,15.27,15.52,79519498
2025-08-11,16.1,16.39,15.62,16.28,63139688
2025-08-12,15.9,17.15,15.82,16.25,58066031
2025-08-13,16.15,18.49,16.05,18.0,78945230
2025-08-14,17.6,18.69,17.58,17.94,62359301
2025-08-15,18.0,19.97,17.71,19.28,58682267
2025-08-18,20.02,22.85,18.71,22.44,68742849
2025-08-19,22.0,24.35,20.64,23.03,73146727
2025-08-27,27.18,27.2,22.98,23.18,108128011
2025-08-28,22.44,23.89,20.7,21.64,69942181
2025-08-29,21.75,22.1,19.81,20.12,66523643
2025-09-01,20.82,24.14,20.82,24.14,83452483
2025-09-02,25.02,25.49,23.37,23.69,84017098
2025-09-03,24.2,27.5,24.2,26.05,88693355
2025-09-04,27.35,28.9,25.8,26.61,77228841
2025-09-05,26.83,27.45,25.0,26.13,61310705
2025-09-08,27.01,27.77,23.98,24.6,78085638
2025-09-09,23.6,25.0,23.1,23.18,47703891
2025-09-10,23.02,23.61,22.64,23.04,34751970
2025-09-11,23.43,23.89,22.45,23.67,36435953
2025-09-12,23.69,25.12,23.22,23.61,48678322
2025-09-15,23.59,24.3,22.68,23.11,35401474
2025-09-16,23.38,23.6,21.49,22.65,46976533
2025-09-17,22.59,22.73,21.94,22.1,32513226
2025-09-18,22.25,23.5,21.8,21.95,45455859
2025-09-19,21.82,21.88,21.0,21.4,27066689
2025-09-22,21.41,23.96,21.4,23.59,54596248
2025-09-23,23.31,23.59,22.09,22.7,37949247
2025-09-24,22.9,24.18,22.43,23.91,47662359
2025-09-25,23.92,26.06,23.58,25.49,57194045
2025-09-26,26.0,27.19,23.8,23.89,64265221
2025-09-29,23.5,23.5,21.53,22.18,45390493
2025-09-30,22.35,22.5,21.64,21.7,30187995
2025-10-09,21.75,21.92,20.68,20.74,35561115
2025-10-10,20.73,20.95,20.07,20.4,21739150
2025-10-13,19.29,20.18,18.38,20.09,24824007
2025-10-14,20.51,20.6,18.88,18.97,24193974
2025-10-15,18.98,19.66,18.66,19.62,20967742
2025-10-16,19.41,21.95,19.4,20.69,46056593
2025-10-17,20.42,21.82,20.18,21.0,36122629
2025-10-20,21.12,21.19,19.86,20.27,25704472
2025-10-21,20.29,20.56,19.7,20.34,18732159
2025-10-22,20.49,21.03,20.1,20.36,17722798
2025-10-23,20.27,20.36,19.74,20.15,13290264
2025-10-24,20.16,20.66,20.07,20.4,15005837
2025-10-27,21.2,22.0,20.65,21.05,30241299
2025-10-28,20.91,21.08,20.54,20.77,15837516
2025-10-29,20.78,22.16,20.78,21.89,31378511
2025-10-30,22.1,22.54,21.22,21.41,27178086
2025-10-31,21.5,23.45,21.11,23.39,49653677
2025-11-03,23.16,24.11,22.7,23.94,40195659
2025-11-04,23.8,25.1,23.8,24.17,42312506
2025-11-05,23.6,24.2,22.73,23.44,31941519
2025-11-06,23.57,24.39,22.98,23.96,24843034
2025-11-07,24.0,24.35,23.13,23.4,25387270
2025-11-10,23.18,23.18,21.52,21.85,29336350
2025-11-11,22.05,23.16,21.57,22.88,23459716
2025-11-12,22.7,22.7,21.6,21.8,15644750
2025-11-13,21.54,22.17,21.33,21.94,11481970
2025-11-14,21.81,21.93,20.96,21.32,13384495
2025-11-17,21.3,21.48,20.81,21.05,10469534
2025-11-18,20.88,20.88,20.37,20.7,11733937
2025-11-19,20.5,21.7,20.1,21.69,23518624
2025-11-20,21.54,22.57,21.35,21.62,19864479
2025-11-21,21.13,21.91,20.7,21.11,13944997
2025-11-24,21.23,22.55,20.55,22.31,20678880
2025-11-25,22.98,23.4,21.51,21.78,22881365
2025-11-26,22.19,22.19,21.0,21.23,13489590
2025-11-27,21.0,21.38,20.9,21.06,8399111
2025-11-28,20.79,21.34,20.72,21.14,7655218
2025-12-01,21.15,21.18,20.7,20.99,7399974
2025-12-02,20.93,20.96,20.08,20.23,10523468
2025-12-03,20.15,20.35,19.71,19.97,8935413
2025-12-04,20.1,20.4,19.83,20.14,8524794
2025-12-05,20.05,20.33,19.57,20.08,7544158
2025-12-08,20.08,20.44,19.96,20.16,8331800
2025-12-09,19.98,20.28,19.71,19.75,8089763
2025-12-10,19.65,19.72,19.1,19.32,12551083
2025-12-11,19.38,19.85,19.05,19.1,18782238
2025-12-12,19.1,19.2,18.54,19.0,19501057
2025-12-15,19.34,20.18,18.9,19.7,23534052
2025-12-16,19.5,21.92,19.5,21.59,35201617
2025-12-31,17.5,20.47,17.5,19.61,50669351
2026-01-05,19.74,20.25,19.18,19.9,31735259
2026-01-06,19.85,20.0,18.97,19.41,22752921
2026-01-07,19.36,19.42,18.54,18.71,21055997
2026-01-08,18.67,19.61,18.31,19.41,20449915
2026-01-09,19.65,21.5,19.48,20.98,28316954
2026-01-12,21.5,22.99,21.27,21.9,39622230
2026-01-13,22.08,22.22,20.61,20.66,29722907
2026-01-14,20.73,21.73,20.58,21.3,24989838
2026-01-15,21.64,21.79,20.82,21.26,20180658
2026-01-16,21.1,22.15,21.1,21.8,28643711
2026-01-19,21.61,23.27,20.9,21.59,46515791
2026-01-20,21.64,21.79,20.93,21.27,23004325
2026-01-21,21.03,21.63,20.9,21.26,15219698
2026-01-22,21.3,21.9,20.9,21.6,22439337
2026-01-23,21.52,21.86,21.03,21.18,20879693
2026-01-26,21.09,21.85,20.7,21.62,21074302
2026-01-27,21.39,24.33,21.37,23.76,50701400
2026-01-28,24.0,24.89,23.3,23.4,40341753
2026-01-29,23.4,24.9,22.89,24.2,35136037
2026-01-30,24.2,25.42,23.73,24.88,35748540
2026-02-02,24.5,24.5,22.8,22.8,25270697
2026-02-03,23.28,23.37,22.11,22.4,21034134
2026-02-04,22.28,22.28,21.48,22.06,19180107
2026-02-05,21.76,21.93,21.0,21.14,14383006
2026-02-06,21.21,21.75,21.05,21.39,12236000
2026-02-09,21.58,22.17,21.5,21.95,11676880
2026-02-10,21.88,22.37,21.65,22.12,10821837
2026-02-11,22.13,22.39,21.81,22.09,11001568
2026-02-12,22.09,22.66,21.97,22.09,13737500
2026-02-13,22.15,25.55,22.03,24.54,45088410
2026-02-24,25.0,25.11,23.8,24.21,23660301
2026-02-25,24.2,24.7,23.63,24.04,15637746
2026-02-26,24.35,24.35,23.6,23.76,14256049
2026-02-27,23.7,24.2,23.5,24.2,14251469
2026-03-02,23.49,23.92,23.1,23.21,17179124
2026-03-03,23.32,23.82,22.39,22.51,16496580
2026-03-04,22.1,24.46,22.06,23.83,24479082
2026-03-05,23.75,24.0,23.34,23.5,14941779
2026-03-06,23.35,25.25,23.06,25.09,26797168
2026-03-09,24.9,24.9,23.8,24.2,17964261
2026-03-10,24.26,25.18,24.11,24.75,16422853
2026-03-11,24.86,25.29,24.51,24.89,17004801
2026-03-12,24.65,24.65,23.85,23.95,13431804
2026-03-13,24.35,24.98,24.03,24.27,13513908
2026-03-16,23.85,25.7,23.64,25.36,25519931
2026-03-17,25.1,26.12,24.6,24.79,19355061
2026-03-18,24.88,25.98,24.29,25.97,22017173
2026-03-19,25.46,27.21,25.41,26.69,31280396
2026-03-20,26.53,26.63,25.28,25.33,26317848
2026-03-23,24.22,24.22,22.12,22.49,25875571
2026-03-24,23.0,23.37,22.23,23.26,15710962
2026-03-25,23.48,23.75,22.91,23.16,11303276
2026-03-26,23.4,23.63,22.72,23.07,9467257
2026-03-27,22.78,23.49,22.6,23.17,9796686
2026-03-30,22.8,23.15,22.61,22.96,7929948
2026-03-31,22.8,23.46,22.8,22.91,7953700
2026-04-01,23.3,26.29,22.8,25.33,21876324
2026-04-02,24.8,25.75,24.7,25.36,18157733
2026-04-03,25.3,25.95,25.11,25.11,15140834
2026-04-07,24.8,24.98,23.9,24.05,12882600
2026-04-08,24.56,25.06,24.4,24.93,11567355
2026-04-09,24.61,25.4,24.39,24.51,14439149
2026-04-10,24.8,25.3,24.63,24.89,12877562
2026-04-13,24.25,25.21,23.72,24.94,12208043
2026-04-14,25.2,25.26,24.5,24.89,12558059
2026-04-15,24.99,25.18,23.97,24.08,13794750
2026-04-16,24.2,24.25,23.75,24.08,12661650
2026-04-17,24.0,24.19,23.63,24.06,10278400
2026-04-20,23.94,25.11,23.51,25.02,18770915
2026-04-21,25.03,25.13,24.5,24.64,11179858
2026-04-22,24.64,24.72,24.13,24.49,8690867
2026-04-23,24.54,24.63,22.62,23.0,18607284
2026-04-24,23.2,23.8,23.0,23.57,9975162
2026-04-27,23.4,24.98,22.8,24.26,15544123
2026-04-28,24.0,24.45,23.41,23.51,8889800
2026-04-29,23.41,23.72,23.06,23.14,9584025
2026-04-30,23.29,23.66,22.95,23.16,8371122
2026-05-06,23.16,23.39,22.88,23.13,13291074
2026-05-07,23.01,23.27,22.8,22.87,11552712
2026-05-08,22.88,23.8,22.8,23.69,15896684
2026-05-11,23.69,23.79,22.89,22.94,16306629
2026-05-12,22.9,23.77,22.21,22.93,17416490
2026-05-13,22.7,23.08,22.5,22.98,9027850
2026-05-14,22.98,23.05,22.2,22.22,8993202
2026-05-15,22.33,22.99,22.16,22.54,11017450
2026-05-18,22.21,22.66,21.61,22.29,12560148
2026-05-19,22.08,22.62,21.92,22.11,9286885
2026-05-20,22.11,23.18,21.66,22.85,15193343
2026-05-21,22.78,24.23,22.76,22.97,22475743
2026-05-22,22.93,23.21,22.41,23.1,11657900
2026-05-25,23.14,23.58,22.17,22.33,13394495
2026-05-26,22.03,22.43,21.35,21.67,11782576
2026-05-27,21.63,21.63,20.43,20.76,15178135
2026-05-28,20.8,21.05,20.38,20.78,8978525
2026-05-29,20.91,24.94,20.9,24.94,55510033
2026-06-01,24.7,25.79,24.13,24.98,44848753
2026-06-02,25.01,29.98,24.99,29.98,65385102
