day,open,high,low,close,volume
2025-05-22,35.0,36.88,34.4,35.0,4302592
2025-05-23,35.12,36.33,33.88,34.99,4097122
2025-05-26,35.55,40.0,34.8,39.25,7729259
2025-05-27,37.97,43.29,36.62,39.3,9479354
2025-05-28,38.9,42.98,38.5,39.52,6702273
2025-05-29,41.0,46.98,40.78,44.88,10115814
2025-05-30,42.5,42.95,38.13,38.13,8079897
2025-06-03,37.01,38.44,36.63,37.91,4312479
2025-06-04,38.5,38.5,36.51,37.15,4379589
2025-06-05,36.6,37.35,36.58,36.78,2625463
2025-06-06,36.88,37.07,36.01,36.25,2703279
2025-06-09,36.6,36.92,35.76,36.92,3283504
2025-06-10,36.84,39.39,36.67,39.01,6973135
2025-06-11,38.5,38.7,37.4,38.47,4162174
2025-06-12,38.2,40.7,38.11,39.81,5126290
2025-06-13,39.0,41.8,39.0,39.92,5687406
2025-06-16,40.27,40.57,38.35,39.7,3496168
2025-06-17,39.5,39.68,37.51,37.83,3471257
2025-06-18,37.9,38.3,36.28,37.1,2345818
2025-06-19,36.91,37.38,35.59,35.64,2259752
2025-06-20,35.85,36.33,34.6,35.72,1615654
2025-06-23,35.32,35.6,33.82,35.6,2289638
2025-06-24,35.62,36.82,35.46,36.49,2223108
2025-06-25,36.5,36.74,35.76,36.6,2190218
2025-06-26,36.61,37.27,36.35,36.77,2081279
2025-06-27,36.88,37.08,36.11,36.33,1808879
2025-06-30,36.39,36.65,36.06,36.5,1325039
2025-07-01,36.68,38.78,36.66,38.78,3983321
2025-07-02,38.2,38.58,37.3,37.51,2335522
2025-07-03,37.5,38.37,36.6,37.03,1900427
2025-07-04,36.88,37.33,35.61,35.61,1884930
2025-07-07,35.65,36.36,35.23,35.99,1251221
2025-07-08,36.01,36.46,35.7,36.27,1256779
2025-07-09,36.06,37.69,35.66,37.39,3076449
2025-07-10,37.9,38.87,37.3,37.35,3743324
2025-07-11,37.01,38.58,37.0,37.8,2740213
2025-07-14,37.72,38.38,36.63,36.77,1733432
2025-07-15,37.0,37.0,35.72,36.24,1468961
2025-07-16,36.21,36.89,35.98,36.85,1278004
2025-07-17,36.99,37.96,36.39,37.39,2050499
2025-07-18,37.59,37.59,35.92,36.2,2768086
2025-07-21,36.15,37.25,36.04,36.78,2063331
2025-07-22,36.54,37.58,36.23,37.57,3002538
2025-07-23,37.96,38.08,36.5,36.55,2137274
2025-07-24,36.9,36.9,36.25,36.56,1858902
2025-07-25,36.56,36.74,36.0,36.16,1537867
2025-07-28,36.36,36.62,36.12,36.33,1075963
2025-07-29,36.45,36.57,35.75,35.87,1271841
2025-07-30,35.97,36.1,34.92,35.3,1441776
2025-07-31,35.42,35.76,34.9,35.15,800829
2025-08-01,35.15,35.39,34.31,34.41,1381737
2025-08-04,34.36,34.57,34.1,34.54,911071
2025-08-05,34.59,34.8,34.35,34.37,913071
2025-08-06,34.6,34.8,34.13,34.8,1285810
2025-08-07,34.8,34.88,34.32,34.66,891882
2025-08-08,34.76,34.76,34.08,34.1,937232
2025-08-11,34.11,34.69,34.07,34.55,800071
2025-08-12,34.65,34.96,34.15,34.25,1399724
2025-08-13,34.25,34.59,34.1,34.23,825988
2025-08-14,34.4,34.96,33.78,33.81,1815270
2025-08-15,33.64,34.38,33.58,34.35,1615659
2025-08-18,34.32,36.22,34.21,35.6,2955726
2025-08-19,35.65,39.66,35.65,37.2,5352997
2025-08-20,36.0,37.22,35.6,36.2,3516927
2025-08-21,36.19,36.19,35.26,35.4,2378075
2025-08-22,35.57,35.71,35.06,35.42,1423836
2025-08-25,35.6,35.72,35.01,35.31,1517268
2025-08-26,35.33,35.55,35.03,35.28,1046237
2025-08-27,35.42,35.42,34.2,34.23,1535125
2025-08-28,34.31,34.6,33.24,34.5,1530505
2025-08-29,34.53,35.0,34.2,34.5,1017120
2025-09-01,34.41,34.66,33.83,34.4,1137832
2025-09-02,34.4,34.56,33.4,33.9,1247959
2025-09-03,33.98,34.19,32.95,32.96,1095083
2025-09-04,33.5,34.3,33.03,34.0,1672902
2025-09-05,34.49,35.22,34.0,35.18,2457163
2025-09-08,35.3,35.45,34.66,34.76,1827848
2025-09-09,34.64,34.95,33.98,33.99,1196640
2025-09-10,33.99,34.1,33.33,33.41,900510
2025-09-11,33.42,34.17,33.34,34.05,840283
2025-09-12,34.25,34.25,33.44,33.57,720431
2025-09-15,33.31,33.79,33.26,33.55,568967
2025-09-16,33.7,33.7,33.03,33.21,681452
2025-09-17,33.28,33.68,33.08,33.23,657243
2025-09-18,33.5,33.7,32.5,32.69,1039195
2025-09-19,32.99,32.99,31.98,31.99,890247
2025-09-22,32.2,32.21,31.56,31.68,566562
2025-09-23,32.5,32.89,30.0,30.8,954658
2025-09-24,30.71,31.18,30.4,31.02,797386
2025-09-25,31.05,31.65,30.26,30.28,778745
2025-09-26,30.32,30.65,29.98,30.0,581730
2025-09-29,29.99,30.78,29.96,30.05,782119
2025-09-30,30.1,30.54,30.07,30.07,546908
2025-10-09,30.88,32.76,30.5,32.56,1802788
2025-10-10,32.56,32.74,31.66,31.66,1095149
2025-10-13,31.0,31.54,29.99,31.26,1067499
2025-10-14,31.4,32.15,31.18,31.36,786637
2025-10-15,31.38,31.62,30.71,31.37,749047
2025-10-16,31.4,31.97,30.63,30.8,631395
2025-10-17,30.81,30.84,29.86,29.86,700632
2025-10-20,30.3,30.3,29.21,29.35,626147
2025-10-21,29.35,29.88,29.35,29.86,579536
2025-10-22,30.04,30.53,29.6,30.02,610511
2025-10-23,29.85,30.18,29.65,30.11,367603
2025-10-24,30.4,30.63,30.12,30.38,427096
2025-10-27,30.5,30.57,30.08,30.18,481156
2025-10-28,30.22,30.37,29.71,29.78,394405
2025-10-29,29.72,31.08,29.32,31.06,1049478
2025-10-30,31.5,31.75,30.3,30.33,1327087
2025-10-31,30.36,30.96,30.01,30.55,797103
2025-11-03,30.55,31.18,30.46,30.68,701262
2025-11-04,30.67,30.67,29.83,30.3,623109
