day,open,high,low,close,volume
2025-05-22,96.8,98.5,94.58,94.68,639483
2025-05-23,94.69,95.78,93.0,93.11,862525
2025-05-26,93.14,94.24,92.7,93.46,460358
2025-05-27,93.46,93.7,91.91,92.07,489069
2025-05-28,92.08,92.93,91.34,92.24,434780
2025-05-29,92.0,94.79,92.0,94.12,835106
2025-05-30,93.68,94.83,90.88,91.99,1109462
2025-06-03,91.0,93.72,90.16,92.25,1313208
2025-06-04,92.0,93.5,90.8,91.12,923515
2025-06-05,91.23,92.57,88.39,92.48,1510654
2025-06-06,92.5,93.45,91.0,92.85,973461
2025-06-09,92.85,92.85,90.91,91.74,1245421
2025-06-10,91.88,92.44,88.18,91.42,1993312
2025-06-11,91.32,93.7,90.64,93.25,1430453
2025-06-12,93.0,93.0,89.3,90.15,1361758
2025-06-13,90.01,90.74,88.28,88.88,788760
2025-06-16,88.79,89.21,86.76,87.66,1089712
2025-06-17,87.8,88.92,86.91,88.15,1004496
2025-06-18,88.15,89.38,87.3,89.1,807518
2025-06-19,89.07,91.5,88.91,89.31,1165904
2025-06-20,89.31,90.3,87.88,87.88,697791
2025-06-23,87.6,92.15,87.27,90.85,1188908
2025-06-24,91.76,91.95,90.63,91.74,935337
2025-06-25,92.0,92.56,90.81,92.3,922813
2025-06-26,92.35,92.5,89.81,90.01,1052970
2025-06-27,90.98,92.47,90.34,91.15,1186225
2025-06-30,91.49,92.8,91.25,91.6,931213
2025-07-01,91.42,92.5,90.68,91.2,832002
2025-07-02,90.76,91.36,87.28,87.4,1472910
2025-07-03,87.4,88.5,87.06,87.68,805735
2025-07-04,87.5,88.18,86.0,86.2,1063774
2025-07-07,86.18,87.28,85.86,86.64,498429
2025-07-08,86.99,88.7,86.28,88.19,792491
2025-07-09,88.15,88.86,87.44,87.44,537167
2025-07-10,87.39,89.64,87.0,88.94,865868
2025-07-11,89.02,90.46,88.19,89.63,851003
2025-07-14,90.0,90.44,88.61,89.76,611690
2025-07-15,89.54,89.99,88.06,88.78,644139
2025-07-16,88.49,91.5,88.11,90.63,1173486
2025-07-17,90.09,90.44,89.32,90.19,700910
2025-07-18,88.51,90.75,86.59,90.32,1305383
2025-07-21,90.18,90.55,88.61,88.61,977108
2025-07-22,87.0,89.4,87.0,87.2,1030240
2025-07-23,87.19,87.69,86.17,86.49,1058542
2025-07-24,86.45,90.36,86.45,89.15,1458547
2025-07-25,89.0,91.5,89.0,91.45,1659696
2025-07-28,92.0,92.3,90.4,91.19,968851
2025-07-29,91.0,92.24,90.66,91.74,1040642
2025-07-30,91.96,92.23,89.58,90.6,1178991
2025-07-31,91.08,93.32,90.02,90.43,1850120
2025-08-01,90.22,92.09,89.5,91.2,1181354
2025-08-04,91.15,93.29,90.22,92.35,1265138
2025-08-05,92.9,93.34,91.8,92.57,1060373
2025-08-06,92.6,97.68,92.0,96.55,2362600
2025-08-07,96.2,97.36,95.18,96.6,1409781
2025-08-08,96.01,96.12,92.68,92.85,1394263
2025-08-11,93.04,94.15,92.01,93.6,967276
2025-08-12,93.61,95.69,92.0,95.14,1643237
2025-08-13,95.0,97.02,94.52,96.0,1563072
2025-08-14,95.86,95.95,93.46,93.46,1470195
2025-08-15,93.46,106.5,93.46,103.9,3863824
2025-08-18,103.5,104.03,100.38,102.69,3116159
2025-08-19,101.95,101.95,99.22,99.8,2358529
2025-08-20,99.3,103.8,97.07,103.07,3673523
2025-08-21,102.23,109.8,101.02,101.63,4494382
2025-08-22,101.05,105.8,101.05,104.27,3384631
2025-08-25,107.5,113.5,105.5,108.42,4502077
