date,open,high,low,close,volume
2025-05-22,399.98,405.56,398.0,398.8,14636280
2025-05-23,399.0,416.98,398.13,405.0,23557418
2025-05-26,401.81,403.0,380.0,381.0,30955063
2025-05-27,375.88,381.0,368.88,372.41,23027544
2025-05-28,372.41,372.95,362.07,362.88,17775388
2025-05-29,359.59,366.0,355.08,361.13,19206113
2025-05-30,357.02,358.8,351.3,352.3,19055991
2025-06-03,351.25,357.99,349.0,356.0,18189270
2025-06-04,359.5,364.32,358.15,360.52,14690410
2025-06-05,362.39,362.74,356.03,360.75,10861275
2025-06-06,361.0,362.38,357.5,359.96,8969768
2025-06-09,356.12,356.41,345.11,348.14,25509134
2025-06-10,349.6,355.0,348.23,353.13,17178588
2025-06-11,354.01,365.98,354.01,361.99,20310674
2025-06-12,359.89,359.89,353.01,353.24,14404696
2025-06-13,349.5,349.91,341.49,346.0,21023987
2025-06-16,345.99,347.04,340.8,344.43,10228405
2025-06-17,344.0,346.4,342.4,343.74,7004530
2025-06-18,342.82,349.2,341.97,346.95,10289697
2025-06-19,344.03,345.29,340.35,340.5,10038121
2025-06-20,340.03,342.97,339.8,340.25,7353816
2025-06-23,336.85,339.71,333.6,338.2,9459334
2025-06-24,341.23,346.2,341.23,343.38,14471259
2025-06-25,345.99,349.73,343.02,349.27,12573827
2025-06-26,344.31,344.31,336.83,337.44,20493214
2025-06-27,334.0,336.72,333.44,334.24,13861749
2025-06-30,334.24,334.24,328.59,331.91,14400344
2025-07-01,330.3,333.35,328.79,331.34,8851804
2025-07-02,332.0,333.86,328.93,330.66,9327011
2025-07-03,330.98,335.25,330.67,334.56,12349781
2025-07-04,332.55,334.99,329.77,331.0,10410355
2025-07-07,329.2,330.49,328.44,328.59,8820772
2025-07-08,327.0,329.78,325.72,326.88,11691814
2025-07-09,326.9,328.21,325.78,325.8,12163311
2025-07-10,325.81,326.09,318.85,321.23,21002206
2025-07-11,319.9,326.85,319.02,323.91,16826983
2025-07-14,323.91,323.91,317.56,318.49,17230914
2025-07-15,318.2,325.0,318.0,323.05,16279094
2025-07-16,323.06,325.91,323.06,323.72,11075835
2025-07-17,325.0,328.72,324.1,328.02,15689135
2025-07-18,329.13,329.5,325.25,329.11,13686649
2025-07-21,327.99,334.12,327.26,334.12,15394503
2025-07-22,335.0,342.01,333.21,341.69,21416417
2025-07-23,342.09,343.0,337.0,338.07,15890735
2025-07-24,338.08,346.54,337.63,342.72,18906327
2025-07-25,341.0,341.4,335.0,337.93,15704076
2025-07-28,337.93,339.1,335.53,337.0,11705670
2025-07-29,112.01,112.5,109.77,111.42,38735984
2025-07-30,108.05,111.16,107.12,108.7,52483427
2025-07-31,108.2,108.2,105.0,105.24,59949943
2025-08-01,104.95,106.24,104.36,105.8,36233692
2025-08-04,104.0,105.14,102.57,104.88,41293694
2025-08-05,104.88,105.21,103.78,104.86,33834986
2025-08-06,104.86,105.0,103.9,104.35,30561960
2025-08-07,104.27,106.43,104.16,105.33,42876298
2025-08-08,105.0,105.03,103.91,103.93,32661461
2025-08-11,103.88,105.66,103.23,105.52,35669790
2025-08-12,105.4,106.43,104.7,105.67,31219504
2025-08-13,106.29,107.65,105.84,106.83,45983014
2025-08-14,107.37,107.5,105.79,106.37,41954793
2025-08-15,105.85,106.64,105.32,106.07,36135346
2025-08-18,105.66,109.49,105.66,108.37,61925173
2025-08-19,108.67,108.92,107.18,107.63,38973519
2025-08-20,107.18,108.26,106.01,108.25,38505345
2025-08-21,107.8,108.83,107.0,107.1,44946378
2025-08-22,107.11,110.97,107.11,110.66,76312005
2025-08-25,111.31,112.49,110.31,111.61,61162758
2025-08-26,111.75,114.69,110.71,113.75,69291585
2025-08-27,113.96,114.06,110.66,110.68,68974693
2025-08-28,109.39,110.19,107.11,109.32,76252199
2025-08-29,108.88,116.59,108.12,114.06,114490194
2025-09-01,108.5,111.48,108.5,109.7,132986738
