date,open,high,low,close,volume
2025-05-22,95.0,96.78,94.4,94.46,23977495
2025-05-23,94.41,95.36,91.7,91.87,27309887
2025-05-26,91.99,92.99,90.86,92.36,18761552
2025-05-27,90.99,92.18,88.88,90.16,27821888
2025-05-28,91.0,92.99,91.0,92.62,30626087
2025-05-29,93.6,96.59,93.28,94.94,42242218
2025-05-30,93.78,94.38,92.51,93.55,21296641
2025-06-03,92.5,93.22,91.75,91.76,18333010
2025-06-04,92.99,97.97,92.99,97.3,61162487
2025-06-05,97.3,103.58,96.5,102.88,67768048
2025-06-06,102.0,104.45,101.25,103.45,46803762
2025-06-09,105.31,111.16,105.11,108.55,72691572
2025-06-10,108.1,109.73,106.61,107.77,47918671
2025-06-11,110.0,110.98,107.08,107.98,34304423
2025-06-12,107.1,119.2,107.0,116.0,86486899
2025-06-13,114.51,117.89,113.98,116.65,47488879
2025-06-16,116.92,123.45,116.9,120.57,59369856
2025-06-17,121.01,122.2,117.9,119.36,35823676
2025-06-18,118.51,125.6,116.1,125.06,67826342
2025-06-19,124.56,130.79,123.6,128.3,62573477
2025-06-20,130.0,131.18,124.77,129.5,49300523
2025-06-23,127.3,129.33,122.68,127.09,53502446
2025-06-24,128.38,129.97,124.3,125.25,45000554
2025-06-25,127.0,128.69,123.2,125.73,49245712
2025-06-26,127.6,133.18,127.08,129.7,59978741
2025-06-27,129.17,140.27,126.56,138.4,66277872
2025-06-30,141.5,146.6,138.01,145.86,75214393
2025-07-01,143.59,146.78,142.75,145.3,31959141
2025-07-02,142.5,142.6,138.13,138.93,36577096
2025-07-03,141.47,143.84,139.49,142.26,38397875
2025-07-04,143.11,145.18,138.55,139.45,41874479
2025-07-07,137.5,139.77,130.21,135.15,57520424
2025-07-08,134.76,145.26,133.82,144.88,53224112
2025-07-09,145.0,149.36,144.05,145.3,41509561
2025-07-10,146.52,148.68,142.0,146.59,43540397
2025-07-11,144.74,147.88,142.55,145.28,31098862
2025-07-14,144.33,150.5,144.33,149.82,38853191
2025-07-15,155.3,174.99,155.3,174.81,92406424
2025-07-16,179.8,181.97,169.67,170.76,90585177
2025-07-17,169.19,178.99,169.17,176.85,60463077
2025-07-18,181.18,192.01,179.0,180.62,61156221
2025-07-21,179.89,188.4,177.18,187.95,59683509
