date,open,high,low,close,volume
2025-05-22,53.76,53.99,53.53,53.84,24065765
2025-05-23,53.81,54.46,53.17,53.23,43049136
2025-05-26,53.16,54.15,53.0,53.4,38812968
2025-05-27,53.4,53.86,53.3,53.4,25572531
2025-05-28,53.4,53.69,53.12,53.29,26169794
2025-05-29,53.3,53.83,53.09,53.52,34868262
2025-05-30,53.37,53.69,52.85,53.28,41723855
2025-06-03,53.21,54.11,53.0,53.85,45373821
2025-06-04,53.61,54.15,53.61,53.76,43089681
2025-06-05,53.77,54.18,53.66,53.99,41909990
2025-06-06,54.0,54.12,53.35,53.41,40855330
2025-06-09,53.55,53.94,53.5,53.72,39788727
2025-06-10,53.71,54.1,53.31,53.43,46707945
2025-06-11,53.4,54.65,53.4,54.46,68183015
2025-06-12,54.3,55.33,54.03,54.81,58999906
2025-06-13,54.83,54.9,54.28,54.48,48022896
2025-06-16,54.33,54.58,54.06,54.32,49677075
2025-06-17,54.3,54.51,53.94,54.23,50628878
2025-06-18,54.18,54.28,53.3,53.81,46936380
2025-06-19,53.69,53.8,53.12,53.2,40188078
2025-06-20,53.19,54.86,53.19,54.74,84743047
2025-06-23,54.5,55.25,54.26,55.1,61470513
2025-06-24,55.21,56.97,55.2,56.79,104079789
2025-06-25,56.8,58.0,56.58,57.88,104613132
2025-06-26,57.79,58.08,57.47,57.58,50073981
2025-06-27,57.58,58.13,56.61,56.96,66763167
2025-06-30,55.5,55.95,55.13,55.48,56478195
2025-07-01,55.66,55.89,55.3,55.7,35274636
2025-07-02,55.7,56.01,55.35,55.81,39562902
2025-07-03,55.9,56.2,55.66,55.8,32510060
2025-07-04,55.7,57.39,55.43,56.57,65454405
2025-07-07,56.59,56.8,56.06,56.43,32176278
2025-07-08,56.4,56.78,56.11,56.45,34345972
2025-07-09,56.45,56.78,55.88,55.9,39546279
2025-07-10,55.9,57.58,55.81,57.13,82888153
2025-07-11,57.0,59.02,56.96,57.71,107642894
2025-07-14,57.69,58.24,57.57,57.57,44905762
2025-07-15,57.75,57.96,56.98,57.1,44172553
2025-07-16,57.17,57.24,56.21,56.83,48182460
2025-07-17,56.7,57.06,56.68,56.81,27712343
2025-07-18,56.95,57.45,56.86,57.07,43623995
2025-07-21,57.15,57.75,56.9,57.19,46673343
2025-07-22,57.19,57.2,56.1,56.7,69520325
2025-07-23,56.84,58.38,56.81,58.0,86940674
2025-07-24,57.97,59.0,57.71,58.64,70773738
2025-07-25,58.3,58.55,57.82,58.08,50833457
2025-07-28,58.2,60.2,58.2,60.09,122121733
2025-07-29,60.06,60.28,59.37,59.49,56609200
2025-07-30,59.48,61.33,59.35,60.71,92199271
2025-07-31,60.41,60.5,58.38,58.69,82760070
2025-08-01,58.68,59.06,58.08,58.2,48878624
2025-08-04,58.1,58.34,57.85,58.21,36007832
2025-08-05,58.3,59.41,58.2,59.14,48295614
2025-08-06,59.14,59.64,58.82,59.06,32446873
2025-08-07,59.11,59.46,58.53,58.88,32797153
2025-08-08,58.88,58.9,58.22,58.54,39793332
2025-08-11,58.77,59.14,58.47,58.47,43186911
2025-08-12,58.47,59.07,58.47,58.75,42698545
2025-08-13,58.92,59.4,58.46,58.61,72845320
2025-08-14,58.8,60.6,58.77,59.62,102276751
2025-08-15,59.6,60.45,59.0,59.8,89296811
2025-08-18,59.92,60.35,59.34,59.34,95726282
2025-08-19,59.77,60.18,58.08,58.2,95480996
2025-08-20,58.09,59.2,57.69,59.2,76272484
2025-08-21,59.2,59.96,58.91,59.62,57460093
2025-08-22,59.51,60.51,59.44,60.5,78097427
2025-08-25,60.6,61.05,60.11,61.0,67011268
2025-08-26,60.9,61.0,60.45,60.52,49198628
2025-08-27,60.38,60.45,58.69,58.69,106455786
2025-08-28,58.75,59.12,58.31,58.84,63610466
2025-08-29,58.95,61.1,58.94,59.88,108030923
2025-09-01,59.79,59.79,58.33,58.51,94852489
2025-09-02,58.5,58.8,58.22,58.66,64903633
2025-09-03,58.94,59.1,57.36,57.78,71474642
2025-09-04,57.77,57.97,57.06,57.5,72743607
2025-09-05,57.5,58.06,57.03,57.9,55818427
2025-09-08,57.76,58.04,57.32,57.7,48773339
2025-09-09,57.76,58.29,57.55,58.0,51891144
2025-09-10,57.77,58.16,57.62,57.87,30846974
2025-09-11,57.9,58.69,57.6,58.69,59507207
2025-09-12,58.98,59.2,57.5,57.68,73537627
2025-09-15,57.65,57.99,57.09,57.33,54684242
2025-09-16,57.35,57.45,56.5,56.62,68571361
2025-09-17,56.66,56.97,56.45,56.57,68465187
2025-09-18,56.64,56.67,55.11,55.28,101207356
2025-09-19,55.29,56.0,55.0,55.1,54332111
2025-09-22,55.37,55.65,55.0,55.15,37443768
2025-09-23,55.03,55.79,54.74,55.02,61296096
2025-09-24,55.29,55.75,54.95,55.29,50317433
2025-09-25,55.28,55.39,55.03,55.09,51429616
2025-09-26,55.02,55.55,54.66,55.22,54862187
2025-09-29,55.18,57.32,55.03,56.01,103510992
2025-09-30,55.8,56.2,55.0,55.11,76708187
2025-10-09,55.04,55.28,54.25,55.04,82406748
2025-10-10,54.73,55.97,54.73,55.54,64146532
2025-10-13,54.51,55.33,54.51,55.1,60965598
2025-10-14,55.58,56.68,55.52,56.48,102294025
2025-10-15,56.48,57.97,56.3,57.81,83704628
2025-10-16,57.68,58.58,57.61,58.02,68147820
2025-10-17,58.0,58.48,57.17,57.28,67749281
2025-10-20,58.33,58.57,57.45,57.9,52669469
2025-10-21,57.93,58.92,57.93,58.08,76220049
2025-10-22,58.0,58.5,57.93,58.21,37989266
2025-10-23,58.22,58.87,58.09,58.75,50350104
2025-10-24,58.14,58.49,57.75,57.88,55824170
2025-10-27,58.0,58.39,57.5,57.75,68500438
2025-10-28,57.79,58.23,57.62,57.76,49130508
2025-10-29,58.6,59.7,58.49,58.95,104443161
