date,open,high,low,close,volume
2025-05-22,31.85,32.07,31.74,31.77,67868291
2025-05-23,31.7,32.03,31.3,31.3,94013492
2025-05-26,30.5,31.28,30.38,31.24,110267907
2025-05-27,31.03,31.11,30.43,30.52,98797805
2025-05-28,30.71,30.89,30.31,30.39,66241302
2025-05-29,31.01,31.52,31.01,31.41,148791273
2025-05-30,30.89,30.89,30.35,30.4,110852081
2025-06-03,30.19,30.46,30.12,30.32,58999291
2025-06-04,30.38,30.98,30.3,30.8,83923933
2025-06-05,30.85,31.86,30.83,31.63,142089309
2025-06-06,31.41,31.55,31.17,31.32,85342289
2025-06-09,31.7,32.08,31.53,31.93,96008164
2025-06-10,31.79,32.2,31.35,31.78,119822235
2025-06-11,31.9,32.54,31.8,31.97,98953985
2025-06-12,31.65,32.16,31.55,31.84,71827337
2025-06-13,31.6,31.98,31.2,31.25,80057462
2025-06-16,31.05,32.05,31.02,31.91,96095757
2025-06-17,31.91,32.8,31.83,32.67,153613079
2025-06-18,32.41,33.05,32.4,32.94,118317520
2025-06-19,32.96,33.34,32.62,32.72,106169164
2025-06-20,32.65,33.49,32.59,33.21,119142685
2025-06-23,32.99,33.77,32.88,33.19,93648663
2025-06-24,33.3,33.56,33.01,33.23,100540645
2025-06-25,33.26,33.28,32.77,33.24,104900759
2025-06-26,33.24,33.55,32.95,32.97,83772483
2025-06-27,32.98,34.1,32.69,33.87,154936383
2025-06-30,33.95,34.78,33.95,34.69,126686312
2025-07-01,34.79,34.96,34.26,34.71,78165837
2025-07-02,34.59,34.59,33.85,33.92,71185833
2025-07-03,33.99,36.18,33.99,35.77,191836317
2025-07-04,35.62,35.67,35.25,35.29,86384591
2025-07-07,35.28,35.28,34.25,34.75,88363281
2025-07-08,34.6,35.47,34.59,35.36,88517185
2025-07-09,35.39,35.95,35.12,35.3,84498679
2025-07-10,35.2,35.99,35.13,35.76,83702372
2025-07-11,35.88,36.0,35.41,35.76,80263494
2025-07-14,35.58,35.67,34.91,35.36,50633138
2025-07-15,35.4,36.9,35.34,36.78,145528729
2025-07-16,36.61,37.69,36.5,37.05,118652484
2025-07-17,37.0,39.62,36.89,39.4,169445288
2025-07-18,39.35,39.83,38.54,38.73,135944065
2025-07-21,38.75,38.98,37.82,38.66,102689902
2025-07-22,38.19,38.45,37.78,38.09,91418826
2025-07-23,37.91,38.5,37.68,37.96,68221901
2025-07-24,37.8,38.0,37.3,37.87,98031544
2025-07-25,37.89,38.55,37.79,38.33,81962679
2025-07-28,38.4,38.47,37.41,37.76,93740755
2025-07-29,37.55,37.61,36.83,37.57,95293958
2025-07-30,37.3,38.4,36.91,37.74,92427309
2025-07-31,37.43,38.0,36.46,36.63,100622208
2025-08-01,36.72,37.37,36.28,36.64,75000417
2025-08-04,36.12,36.39,35.8,36.24,80242555
2025-08-05,36.38,36.61,36.13,36.47,56864800
2025-08-06,36.38,36.38,35.88,36.21,63985419
2025-08-07,38.0,38.66,37.0,37.02,183170454
2025-08-08,37.0,37.0,36.43,36.44,74280423
2025-08-11,36.49,38.2,36.49,38.01,141479671
2025-08-12,37.96,38.62,37.74,38.17,76452626
2025-08-13,38.34,38.98,37.82,38.35,105807028
2025-08-14,38.5,39.05,38.21,38.48,97923455
2025-08-15,38.1,38.82,37.98,38.59,87417002
2025-08-18,38.6,40.36,38.29,39.59,153895921
2025-08-19,39.6,39.75,38.61,39.1,108849590
2025-08-20,38.99,40.75,38.22,40.05,132784734
2025-08-21,40.1,42.43,39.81,42.19,200684428
2025-08-22,41.46,42.88,41.33,42.7,140167282
2025-08-25,43.38,44.29,42.13,42.95,152354512
2025-08-26,43.2,46.8,43.2,45.6,222321982
2025-08-27,45.02,47.17,44.9,44.98,200969020
2025-08-28,44.99,46.1,44.35,46.1,165324126
2025-08-29,46.09,47.36,45.17,45.98,173029403
2025-09-01,46.1,46.8,44.9,45.27,140621009
2025-09-02,45.08,45.59,43.5,43.8,148018338
2025-09-03,44.01,44.43,42.99,43.22,100889947
2025-09-04,43.71,45.69,43.5,44.39,200637662
2025-09-05,44.36,47.2,43.7,47.2,228191530
2025-09-08,49.09,51.92,48.78,49.75,289125512
2025-09-09,49.78,50.75,47.48,47.71,188129323
2025-09-10,46.28,48.97,45.82,48.09,201877336
2025-09-11,47.2,52.9,46.51,52.9,284214404
2025-09-12,54.2,55.66,52.46,52.71,425849206
