date,open,high,low,close,volume
2025-05-22,5.62,5.65,5.59,5.63,140499886
2025-05-23,5.63,5.65,5.57,5.57,184644033
2025-05-26,5.57,5.58,5.5,5.51,194368669
2025-05-27,5.52,5.58,5.52,5.56,158193716
2025-05-28,5.57,5.58,5.52,5.53,123481251
2025-05-29,5.53,5.54,5.49,5.51,150073548
2025-05-30,5.51,5.55,5.49,5.52,200600668
2025-06-03,5.49,5.54,5.45,5.52,329020980
2025-06-04,5.51,5.52,5.49,5.5,165346701
2025-06-05,5.5,5.51,5.46,5.47,260660423
2025-06-06,5.47,5.49,5.43,5.45,264957838
2025-06-09,5.44,5.46,5.41,5.43,251250343
2025-06-10,5.42,5.49,5.41,5.45,365049947
2025-06-11,5.44,5.45,5.41,5.43,250389273
2025-06-12,5.43,5.44,5.4,5.43,271815121
2025-06-13,5.42,5.43,5.33,5.34,754649769
2025-06-16,5.32,5.38,5.27,5.38,493267087
2025-06-17,5.36,5.4,5.36,5.37,258076622
2025-06-18,5.37,5.5,5.35,5.5,536191732
2025-06-19,5.49,5.56,5.47,5.54,400249737
2025-06-20,5.54,5.6,5.52,5.59,364407001
2025-06-23,5.58,5.69,5.55,5.66,466957263
2025-06-24,5.65,5.71,5.6,5.71,491050567
2025-06-25,5.68,5.81,5.66,5.77,460033118
2025-06-26,5.77,5.82,5.74,5.8,319389308
2025-06-27,5.79,5.8,5.6,5.6,495485241
2025-06-30,5.59,5.63,5.55,5.62,250450904
2025-07-01,5.62,5.71,5.6,5.65,289554367
2025-07-02,5.66,5.69,5.64,5.65,188164494
2025-07-03,5.64,5.67,5.6,5.62,232805790
2025-07-04,5.61,5.72,5.61,5.7,296586243
2025-07-07,5.7,5.74,5.67,5.73,187733270
2025-07-08,5.72,5.75,5.69,5.71,180105836
2025-07-09,5.72,5.82,5.7,5.78,349282652
2025-07-10,5.79,5.88,5.78,5.82,280153969
2025-07-11,5.83,5.9,5.69,5.69,504311475
2025-07-14,5.7,5.84,5.7,5.75,346442959
2025-07-15,5.77,5.79,5.7,5.7,210816761
2025-07-16,5.7,5.73,5.66,5.71,221504972
2025-07-17,5.71,5.73,5.66,5.67,176157307
2025-07-18,5.67,5.72,5.64,5.69,182781300
2025-07-21,5.69,5.71,5.63,5.65,245163731
2025-07-22,5.64,5.65,5.55,5.58,391331218
2025-07-23,5.56,5.68,5.56,5.63,382041039
2025-07-24,5.64,5.66,5.56,5.56,346870297
2025-07-25,5.56,5.59,5.52,5.53,251028330
2025-07-28,5.54,5.57,5.52,5.53,212506390
2025-07-29,5.55,5.57,5.49,5.49,245627577
2025-07-30,5.49,5.57,5.47,5.53,304303859
2025-07-31,5.53,5.57,5.45,5.55,372210578
2025-08-01,5.54,5.57,5.5,5.55,281524660
2025-08-04,5.54,5.63,5.53,5.58,328229275
2025-08-05,5.57,5.66,5.55,5.65,320884233
2025-08-06,5.65,5.68,5.62,5.66,242262223
2025-08-07,5.66,5.72,5.62,5.72,303145272
2025-08-08,5.71,5.74,5.67,5.67,232362471
2025-08-11,5.67,5.68,5.59,5.62,258600591
2025-08-12,5.62,5.68,5.61,5.66,246479482
2025-08-13,5.66,5.69,5.58,5.58,346875028
2025-08-14,5.58,5.62,5.56,5.57,229218033
2025-08-15,5.58,5.58,5.42,5.45,640922934
2025-08-18,5.44,5.46,5.4,5.45,350600992
2025-08-19,5.45,5.59,5.44,5.56,440087113
2025-08-20,5.57,5.73,5.56,5.67,584579983
2025-08-21,5.68,5.73,5.62,5.71,397331141
2025-08-22,5.71,5.72,5.64,5.7,329347195
2025-08-25,5.69,5.7,5.64,5.68,316309791
2025-08-26,5.67,5.7,5.65,5.66,221798355
2025-08-27,5.65,5.66,5.55,5.55,286151287
2025-08-28,5.55,5.58,5.5,5.53,298504312
2025-08-29,5.54,5.63,5.51,5.52,339758294
2025-09-01,5.53,5.58,5.49,5.52,340603008
2025-09-02,5.52,5.63,5.5,5.63,450040823
2025-09-03,5.63,5.63,5.52,5.55,332681361
2025-09-04,5.52,5.65,5.41,5.62,652994405
2025-09-05,5.59,5.59,5.5,5.52,367034920
