date,open,high,low,close,volume
2025-05-14,85.58,86.75,85.28,86.06,23189869
2025-05-15,85.8,85.98,84.35,84.42,21551907
2025-05-16,84.16,84.78,83.88,84.7,17039389
2025-05-19,84.71,85.28,83.72,85.01,16412240
2025-05-20,85.4,85.82,85.0,85.04,15483762
2025-05-21,84.79,85.15,84.0,84.07,19840598
2025-05-22,84.0,84.68,83.71,83.81,13347362
2025-05-23,83.8,84.24,82.89,82.9,18562039
2025-05-26,83.42,84.68,83.41,84.02,22378126
2025-05-27,84.0,84.23,82.95,83.0,14405567
2025-05-28,83.14,83.24,82.0,82.01,15766722
2025-05-29,82.05,83.49,81.9,83.44,19295585
2025-05-30,83.01,83.1,81.94,82.09,14577233
2025-06-03,82.2,82.78,81.37,82.47,14113706
2025-06-04,82.6,83.32,82.26,83.18,13713352
2025-06-05,83.49,84.87,83.03,84.39,24759154
2025-06-06,84.33,85.0,83.78,84.56,18634650
2025-06-09,84.15,85.08,84.1,84.43,19227453
2025-06-10,84.49,84.49,82.02,82.32,25443912
2025-06-11,82.46,83.36,82.29,82.91,15435894
2025-06-12,82.5,82.88,82.06,82.27,14536968
2025-06-13,82.0,83.1,81.71,82.79,22621715
2025-06-16,82.3,83.07,82.28,82.96,12509643
2025-06-17,82.98,83.13,82.02,82.4,13764726
2025-06-18,82.23,82.67,81.66,82.01,14912111
2025-06-19,82.0,82.88,81.51,81.65,17728970
2025-06-20,81.73,82.59,81.22,81.28,16691409
2025-06-23,81.03,85.3,80.9,84.25,45387149
2025-06-24,84.25,85.37,84.09,85.15,30936689
2025-06-25,85.0,88.53,85.0,88.39,55719038
2025-06-26,88.39,89.98,87.2,87.28,38656454
2025-06-27,87.58,88.15,86.7,86.88,26165913
2025-06-30,88.18,89.63,87.79,88.17,34352802
2025-07-01,88.0,88.85,87.65,87.76,21688792
2025-07-02,87.5,87.73,85.81,86.1,22557267
2025-07-03,86.38,86.73,85.78,86.24,14615027
2025-07-04,86.0,87.2,84.86,85.8,25225745
2025-07-07,85.69,86.86,85.37,85.48,13534928
2025-07-08,85.49,86.85,85.18,86.74,21766848
2025-07-09,86.65,86.86,85.52,85.85,18310200
2025-07-10,85.61,86.17,85.5,85.67,17563946
2025-07-11,85.7,89.34,85.4,88.16,46992238
2025-07-14,88.3,88.49,87.47,87.52,18983136
2025-07-15,87.15,87.95,86.61,87.89,20617316
2025-07-16,87.73,88.2,86.77,87.12,19670851
2025-07-17,87.06,89.0,86.32,88.79,28792216
2025-07-18,88.75,89.13,87.93,88.51,21995993
2025-07-21,88.45,89.52,88.04,89.02,22271915
2025-07-22,88.7,90.55,88.5,89.08,29742068
2025-07-23,88.9,90.19,88.3,89.39,31654941
2025-07-24,89.1,92.9,89.0,91.75,52232453
2025-07-25,91.74,93.68,90.99,93.47,44212479
2025-07-28,93.64,93.69,91.96,92.18,34264005
2025-07-29,92.0,92.63,90.81,92.17,29414208
2025-07-30,91.7,91.83,89.74,90.36,31001859
2025-07-31,90.32,92.75,89.46,89.5,46198852
2025-08-01,89.2,90.33,88.02,88.29,27414033
2025-08-04,87.95,90.63,87.88,90.07,28605760
2025-08-05,89.85,90.58,89.58,90.0,19567940
2025-08-06,89.86,91.0,89.53,90.78,26779787
2025-08-07,90.7,91.7,89.75,90.59,31525994
2025-08-08,88.0,88.5,86.66,86.66,58473050
2025-08-11,86.69,87.18,86.22,86.96,27919314
2025-08-12,86.95,90.1,86.42,88.52,55155240
2025-08-13,88.01,89.23,88.0,88.66,38430442
2025-08-14,88.69,92.58,88.69,89.46,74149226
2025-08-15,89.0,93.3,88.48,91.84,69049946
2025-08-18,93.5,95.17,91.36,92.31,83342313
2025-08-19,91.67,92.48,89.35,89.35,74465214
2025-08-20,89.4,92.49,88.19,92.28,85874556
2025-08-21,92.3,94.11,90.8,91.05,60682605
2025-08-22,92.5,105.0,92.42,103.97,206194809
2025-08-25,106.0,109.24,101.1,103.17,176063698
2025-08-26,101.0,102.57,100.13,100.93,85607409
2025-08-27,102.2,106.69,100.59,101.51,142262071
2025-08-28,102.0,119.22,101.99,119.22,242032511
2025-08-29,114.0,116.0,112.26,114.76,163967037
2025-09-09,102.0,108.65,101.2,102.99,157469570
2025-09-10,103.0,105.96,102.13,103.91,103992570
2025-09-11,102.62,112.8,99.98,110.28,146750166
2025-09-12,109.28,112.49,108.01,108.42,115902204
2025-09-15,110.55,112.55,107.5,108.66,94683618
2025-09-16,109.0,111.86,108.09,109.78,86625924
2025-09-17,110.8,120.8,109.8,117.39,152847561
2025-09-18,119.98,127.49,116.35,122.15,193156778
2025-09-19,123.0,127.4,120.11,121.34,144910623
2025-09-22,120.54,129.83,119.05,128.92,158828147
2025-09-23,127.64,129.33,122.63,128.51,144127353
2025-09-24,126.88,137.98,126.23,134.98,146094753
2025-09-25,133.0,137.8,132.31,134.11,103258321
2025-09-26,132.71,135.95,131.2,132.27,91244519
2025-09-29,131.0,136.02,129.16,136.02,102720723
2025-09-30,138.5,142.0,136.6,140.13,98622900
2025-10-09,144.0,153.0,137.0,138.91,166284110
2025-10-10,134.87,134.94,127.17,127.95,161742076
2025-10-13,126.0,136.48,126.0,136.47,140299486
2025-10-14,136.96,137.8,125.8,127.2,132100403
2025-10-15,127.18,129.73,124.6,129.56,80798726
2025-10-16,127.8,130.28,126.6,127.3,61231062
2025-10-17,126.85,127.32,120.87,121.98,82052898
2025-10-20,124.1,125.18,121.69,122.63,57123935
2025-10-21,123.8,127.85,122.61,127.19,78415088
2025-10-22,125.42,129.27,123.81,126.81,65395411
2025-10-23,125.18,128.5,124.01,128.3,63426402
2025-10-24,130.3,134.8,128.9,134.06,102446621
2025-10-27,137.5,137.5,132.3,134.5,101264304
2025-10-28,133.0,135.8,132.0,132.69,69518945
2025-10-29,132.0,134.53,130.31,133.0,68846074
2025-10-30,133.0,133.0,128.51,128.55,69286397
2025-10-31,128.03,128.7,124.18,124.18,69166889
2025-11-03,122.0,122.6,117.55,120.21,74770927
2025-11-04,121.0,122.66,119.0,119.88,47738417
2025-11-05,116.9,121.1,116.5,119.78,48501600
2025-11-06,121.9,125.99,121.05,124.85,73150765
2025-11-07,122.93,124.18,122.05,122.11,38229214
2025-11-10,122.13,122.95,118.76,120.01,39583271
2025-11-11,120.6,121.47,117.53,117.73,34253008
2025-11-12,117.0,119.8,115.74,119.63,45701552
2025-11-13,118.99,123.33,117.8,123.1,54988853
2025-11-14,123.0,125.5,117.89,118.18,77529352
2025-11-17,116.82,119.29,116.51,117.63,42177341
2025-11-18,117.5,120.18,117.13,117.96,47391508
2025-11-19,117.99,118.49,115.51,116.28,41511956
2025-11-20,117.99,118.29,116.46,116.78,34470285
2025-11-21,113.86,116.08,113.0,113.0,46135862
2025-11-24,112.99,113.5,108.18,111.51,55790863
2025-11-25,112.5,113.96,111.37,111.68,40722382
2025-11-26,110.7,113.9,110.61,112.71,41955357
2025-11-27,113.8,116.8,112.56,112.71,52343112
2025-11-28,112.71,114.11,111.4,113.6,30866384
2025-12-01,113.4,114.68,112.6,114.4,32764004
2025-12-02,114.1,114.19,112.7,113.0,23777182
2025-12-03,112.8,113.69,111.13,111.62,24541359
2025-12-04,111.65,114.73,110.98,114.73,38755196
2025-12-05,114.0,114.88,112.5,114.18,35265366
2025-12-08,114.21,118.0,114.18,117.2,50835977
2025-12-09,115.58,117.9,115.51,116.32,37138445
2025-12-10,115.58,116.59,113.44,116.31,31571473
2025-12-11,116.53,117.14,113.5,113.61,30310896
2025-12-12,113.61,117.42,111.6,116.8,58499804
2025-12-15,115.15,116.5,113.0,113.01,34241746
2025-12-16,112.5,113.35,110.27,110.7,32337953
2025-12-17,110.82,113.9,110.13,113.29,34389272
2025-12-18,112.8,115.72,112.75,112.8,31470029
2025-12-19,113.2,115.48,113.0,113.63,27261250
2025-12-22,114.6,121.44,114.6,120.45,81011369
2025-12-23,120.5,121.58,119.02,119.9,48360142
2025-12-24,122.5,124.38,121.11,123.41,62956098
2025-12-25,123.0,125.99,122.66,123.08,47180958
2025-12-26,122.58,124.79,121.16,122.1,40239799
2025-12-29,123.0,125.65,122.02,122.5,50683161
2025-12-30,124.45,126.69,124.0,125.28,60495831
2025-12-31,125.99,126.2,122.4,122.83,41158685
2026-01-05,126.84,130.17,126.2,129.95,91139404
2026-01-06,129.0,134.2,128.77,131.84,73069695
2026-01-07,131.84,132.82,128.85,129.98,59804086
2026-01-08,128.95,134.68,128.91,130.15,61691881
2026-01-09,129.15,130.01,127.77,128.88,51127488
2026-01-12,128.52,129.62,126.68,127.66,56393564
2026-01-13,127.49,128.15,122.86,123.63,65207280
2026-01-14,123.51,127.6,123.5,124.49,64968391
2026-01-15,123.49,125.5,122.33,124.44,55660423
2026-01-16,127.5,128.82,124.88,126.99,75651257
2026-01-19,127.05,128.5,125.12,125.29,47753702
2026-01-20,125.0,125.5,121.81,122.18,50869359
2026-01-21,120.93,128.89,120.58,127.19,97052521
2026-01-22,128.98,130.82,125.57,126.8,64809463
2026-01-23,126.8,127.37,124.03,124.96,49063104
2026-01-26,124.01,125.88,121.9,121.92,50256650
2026-01-27,122.0,125.74,119.22,124.05,65526157
2026-01-28,124.99,128.99,124.99,128.55,99458326
2026-01-29,127.6,127.81,122.16,122.4,71564935
2026-01-30,121.33,124.94,120.07,122.97,52771906
2026-02-02,121.4,122.59,116.8,117.06,59669081
2026-02-03,118.69,118.84,113.46,116.03,56176952
2026-02-04,114.5,114.99,113.15,114.84,35139347
2026-02-05,112.99,114.5,110.39,111.8,44644765
2026-02-06,110.14,114.6,110.14,112.7,40822691
2026-02-09,114.8,115.07,113.7,114.93,32101810
2026-02-10,115.2,116.9,114.85,116.2,34043651
2026-02-11,114.0,116.14,113.5,115.01,34533673
2026-02-12,115.55,117.18,115.11,116.58,33362254
2026-02-13,116.23,117.98,115.56,116.93,34368740
2026-02-24,118.03,118.18,115.62,115.82,27615568
2026-02-25,117.0,117.5,115.85,116.13,27552856
2026-02-26,116.13,117.23,114.29,116.65,32702183
2026-02-27,115.03,115.87,114.32,115.0,27930878
2026-03-02,112.88,114.2,112.3,112.53,34978475
