date,open,high,low,close,volume
2025-05-22,118.0,120.53,117.5,117.66,13129832
2025-05-23,117.09,118.21,115.4,115.4,13879993
2025-05-26,115.48,117.08,114.63,116.03,11203011
2025-05-27,115.43,115.87,112.85,112.9,11410597
2025-05-28,113.65,115.29,113.23,113.5,11295866
2025-05-29,113.77,114.44,112.52,113.75,11502557
2025-05-30,113.2,114.3,111.49,112.3,10283849
2025-06-03,111.11,115.14,111.01,112.88,11756415
2025-06-04,113.26,116.86,112.87,115.58,13662958
2025-06-05,115.99,118.48,114.78,117.9,14671663
2025-06-06,117.66,127.78,117.01,123.44,29191812
2025-06-09,123.0,123.9,121.37,122.63,16133930
2025-06-10,122.9,122.91,117.71,119.4,14136792
2025-06-11,119.56,121.8,119.0,119.15,10358003
2025-06-12,119.88,122.2,119.0,119.95,12892656
2025-06-13,118.9,119.97,117.78,118.9,11264907
2025-06-16,119.0,124.32,119.0,121.01,16911704
2025-06-17,122.61,125.0,120.18,122.32,14441268
2025-06-18,121.99,124.62,119.0,122.62,14672043
2025-06-19,122.38,126.49,122.2,123.21,18263988
2025-06-20,122.61,123.25,117.5,118.96,16593917
2025-06-23,117.71,121.69,117.39,120.21,11257924
2025-06-24,122.26,124.9,121.9,123.91,16749954
2025-06-25,124.98,125.79,122.6,125.5,17473194
2025-06-26,125.2,125.65,123.0,123.25,13130452
2025-06-27,124.3,127.5,122.3,126.34,20986705
2025-06-30,128.37,128.5,125.2,126.53,14143399
2025-07-01,126.0,126.55,123.51,124.02,14287587
2025-07-02,123.28,123.3,120.1,120.98,13068106
2025-07-03,120.58,121.55,119.0,119.72,12859007
2025-07-04,119.19,120.3,117.51,118.85,14182695
2025-07-07,118.98,120.81,117.86,120.81,11458495
2025-07-08,123.0,123.5,121.01,121.71,15187786
2025-07-09,120.91,120.99,119.29,119.47,12605642
2025-07-10,119.02,119.87,118.04,118.06,11158331
2025-07-11,117.9,119.1,117.37,118.36,12977402
2025-07-14,118.61,119.2,117.46,117.59,11279153
2025-07-15,117.1,117.56,114.0,115.0,23620259
2025-07-16,115.0,116.4,114.0,114.24,15874283
2025-07-17,114.05,118.19,113.82,117.99,24127542
2025-07-18,117.86,120.3,116.23,117.16,20323308
2025-07-21,116.82,117.53,115.4,117.11,11594394
2025-07-22,116.97,117.33,115.8,115.87,14392733
2025-07-23,115.77,118.36,115.5,116.99,14911076
2025-07-24,116.6,118.0,115.14,117.89,17225398
2025-07-25,117.9,122.0,117.9,121.94,35693376
2025-07-28,122.0,122.2,119.71,120.26,19101197
2025-07-29,120.0,121.5,119.4,120.28,16994065
2025-07-30,124.06,129.67,123.31,123.99,47298744
2025-07-31,121.0,126.8,120.28,121.13,30874773
2025-08-01,120.5,122.1,117.09,117.31,24781348
2025-08-04,116.3,120.2,116.3,118.84,16078264
2025-08-05,119.0,119.3,117.3,118.0,12485055
2025-08-06,118.0,118.65,117.01,118.28,11448567
2025-08-07,117.98,119.2,117.32,117.67,16994088
2025-08-08,117.68,117.68,116.4,116.4,12151300
2025-08-11,116.79,118.5,116.48,117.95,12798173
2025-08-12,118.31,121.5,117.6,120.47,25275618
2025-08-13,120.49,123.0,119.94,121.46,24098654
2025-08-14,121.7,125.49,120.55,121.01,31400325
2025-08-15,120.01,123.5,120.01,122.9,21150022
2025-08-18,123.33,127.98,121.51,125.7,32849852
2025-08-19,125.48,128.88,122.85,123.26,32317520
2025-08-20,123.0,127.25,122.01,127.01,35989759
2025-08-21,132.09,139.71,132.09,137.16,85897149
2025-08-22,135.12,150.88,135.08,150.88,78079054
2025-08-25,159.0,163.5,152.88,157.8,83619760
2025-08-26,157.8,157.8,152.62,154.4,38225332
2025-08-27,155.87,168.5,152.18,158.63,62381058
2025-08-28,161.0,165.8,159.01,164.45,49432831
2025-08-29,161.8,162.0,156.4,158.98,39800586
2025-09-01,164.11,174.88,157.0,174.88,61279712
2025-09-02,179.28,188.0,173.05,176.0,76285237
2025-09-03,176.26,177.73,168.55,171.09,44127598
2025-09-04,169.0,171.07,153.98,153.98,45498053
2025-09-05,150.0,163.99,145.8,159.56,69948770
2025-09-08,161.93,169.0,159.15,163.83,52371475
2025-09-09,161.0,162.8,154.62,157.15,32732034
2025-09-10,157.14,163.25,155.7,161.29,33465697
2025-09-11,161.26,177.42,160.0,177.42,55442395
2025-09-12,179.99,195.16,177.5,190.21,71035704
2025-09-15,193.51,194.5,186.62,190.94,49548307
2025-09-16,189.0,196.8,186.89,189.16,40856221
2025-09-17,188.99,192.58,182.97,186.6,33924537
2025-09-18,189.39,200.85,186.8,190.88,59041052
2025-09-19,194.31,195.88,184.91,185.2,37191821
2025-09-22,188.88,198.09,186.28,195.01,41197769
2025-09-23,196.0,201.59,188.69,194.07,39994566
