date,open,high,low,close,volume
2025-05-22,277.8,277.94,268.27,270.37,27608118
2025-05-23,271.01,274.0,266.95,266.99,23000352
2025-05-26,265.0,266.38,252.9,255.9,33012215
2025-05-27,255.89,257.21,252.39,253.99,17667995
2025-05-28,255.61,258.27,253.32,253.6,15456265
2025-05-29,253.0,253.98,249.0,251.85,21788285
2025-05-30,250.9,252.65,247.47,250.0,20433747
2025-06-03,252.0,253.9,250.44,251.15,15841166
2025-06-04,252.5,253.6,250.7,251.05,13040195
2025-06-05,251.36,252.44,248.27,251.5,13525851
2025-06-06,252.0,253.33,248.5,248.88,16551474
2025-06-09,248.88,250.88,245.5,245.58,18549757
2025-06-10,245.0,246.86,242.22,243.14,13932459
2025-06-11,246.09,252.44,244.8,250.5,27993404
2025-06-12,252.0,252.5,248.77,249.81,17569617
2025-06-13,248.1,250.41,246.37,248.2,17403245
2025-06-16,248.0,248.7,245.8,246.66,12217571
2025-06-17,246.96,248.43,245.22,246.26,9765024
2025-06-18,246.98,249.58,245.57,245.57,10460561
2025-06-19,245.3,246.16,241.6,242.1,14798456
2025-06-20,241.06,243.12,239.5,240.26,13688340
2025-06-23,239.3,240.6,238.03,239.61,12709927
2025-06-24,240.58,248.08,240.58,245.92,23501081
2025-06-25,246.5,255.88,246.0,254.9,31537723
2025-06-26,255.88,256.29,252.36,252.79,19914530
2025-06-27,256.5,257.45,250.11,250.99,23620067
2025-06-30,251.5,253.5,249.7,252.22,17623370
2025-07-01,252.5,252.74,249.88,251.5,9532258
2025-07-02,251.5,252.01,249.19,250.45,11571374
2025-07-03,251.47,263.21,250.59,262.59,33803747
2025-07-04,265.01,269.98,260.98,265.8,27206013
2025-07-07,265.8,268.88,258.88,260.89,17466498
2025-07-08,260.7,265.9,259.82,263.31,15592292
2025-07-09,262.2,274.46,262.1,270.8,29388371
2025-07-10,274.99,274.99,268.5,272.0,24239349
2025-07-11,271.5,274.0,270.1,271.5,21328153
2025-07-14,271.0,271.32,266.1,268.5,14978884
2025-07-15,268.5,272.5,266.0,267.75,16952649
2025-07-16,268.5,268.7,263.04,264.4,15626479
2025-07-17,265.37,267.75,264.36,265.5,14511017
2025-07-18,268.7,272.45,265.8,271.2,22186558
2025-07-21,277.0,282.0,273.55,279.66,32486275
2025-07-22,280.0,290.0,279.18,286.66,33309029
2025-07-23,288.16,290.75,286.59,287.02,20018974
2025-07-24,289.0,289.2,282.91,285.2,22389114
