代码,股票代码,名称,最新价,涨跌额,涨跌幅,buy,sell,昨收,今开,最高,最低,成交量,成交额,ticktime,市盈率,市净率,总市值,流通市值,换手率,交易所
sz300159,300159,*ST新研,4.25,0.33,8.418,4.240,4.250,3.92,3.91,4.33,3.9,58293707,238744844,16:29:15,324.427,5.006,1398428.938175,782997.561275,3.1641,深交所
sz002938,002938,鹏鼎控股,111.89,8.55,8.274,111.890,111.900,103.34,103.0,113.67,100.13,72345071,7861521933,15:00:00,69.497,7.485,25936672.818024,25840248.354525,3.13259,深交所
sz000426,000426,兴业银锡,42.97,3.28,8.264,42.960,42.970,39.69,40.59,43.14,39.66,102307367,4253174682,15:00:00,44.77,7.048,7629906.770483,7628057.878808,5.76313,深交所
sh688257,688257,新锐股份,98.21,7.44,8.197,98.200,98.210,90.77,91.08,99.55,89.0,12399459,1175509944,15:34:59,108.916,9.293,2486023.347283,2486023.347283,4.89839,上交所
sz300679,300679,电连技术,58.21,4.4,8.177,58.200,58.210,53.81,53.69,59.2,51.92,32453768,1814495563,16:29:15,90.953,4.942,2472877.22,2092485.132423,9.02818,深交所
sh603124,603124,江南新材,142.97,10.77,8.147,142.970,142.990,132.2,132.98,144.59,130.2,4292107,593136923,15:00:02,89.356,10.806,2083719.110103,1109573.15657,5.53044,上交所
sz002491,002491,通鼎互联,25.09,1.89,8.147,25.090,25.100,23.2,22.52,25.2,22.52,242099099,5859436264,15:00:00,-404.026,12.244,3086056.2005,2951760.397339,20.57845,深交所
bj920036,920036,觅睿科技,45.07,3.38,8.107,45.060,45.070,41.69,41.76,45.18,40.9,2572955,111283574,15:30:02,23.232,4.13,245279.174289,58867.175439,19.69911,北交所
sz000737,000737,北方铜业,15.1,1.13,8.089,15.100,15.110,13.97,14.38,15.29,14.38,122828036,1820763256,15:00:00,36.386,3.868,2876121.81685,2875854.2826,6.44923,深交所
sh688147,688147,微导纳米,84.3,6.3,8.077,84.300,84.320,78.0,79.77,85.4,76.77,14597505,1199181073,15:34:59,175.625,13.341,3915424.00887,3915424.00887,3.14288,上交所
sz301383,301383,天键股份,29.93,2.23,8.051,29.920,29.930,27.7,27.9,30.25,27.74,5683665,168492244,16:29:00,-149.65,2.507,488946.0576,211348.45025,8.04889,深交所
sz301486,301486,致尚科技,243.56,18.06,8.009,243.000,243.560,225.5,228.89,254.74,228.51,9238568,2236736461,16:29:45,329.135,12.268,3134154.31422,1765633.54078,12.74413,深交所
bj920556,920556,雅达股份,8.82,0.65,7.956,8.800,8.820,8.17,8.15,8.88,8.0,6583910,56737785,15:30:02,58.8,2.695,142280.0064,103241.640348,5.62468,北交所
sh603002,603002,宏昌电子,18.38,1.34,7.864,18.370,18.380,17.04,16.7,18.74,16.67,123045353,2195876868,15:00:03,612.667,6.032,2084436.299542,2084436.299542,10.84981,上交所
sh688700,688700,东威科技,86.27,6.28,7.851,86.270,86.280,79.99,79.89,87.99,78.85,14133081,1186769766,15:34:59,210.415,13.715,2574308.53272,2574308.53272,4.73627,上交所
sz301297,301297,富乐德,43.21,3.14,7.836,43.210,43.220,40.07,40.01,44.09,39.4,23628308,989543925,16:29:45,68.587,5.939,3221275.071518,1578388.452261,6.46849,深交所
sz300976,300976,达瑞电子,64.17,4.62,7.758,64.160,64.170,59.55,59.92,65.29,59.61,8358552,526190322,16:29:15,29.986,3.275,1200825.691065,772387.871211,6.94429,深交所
sz300709,300709,精研科技,48.1,3.44,7.703,48.090,48.100,44.66,44.23,49.3,44.23,16990533,800863246,16:29:30,171.786,4.152,895028.83561,718051.52341,11.38142,深交所
sh603800,603800,洪田股份,70.99,5.0,7.577,70.990,71.000,65.99,63.5,72.59,63.5,18796955,1314366350,15:00:03,1014.143,18.668,1476592.0,1476592.0,9.037,上交所
sz300547,300547,川环科技,36.42,2.55,7.529,36.400,36.420,33.87,35.1,37.1,34.7,18095797,651402074,16:29:00,38.597,5.706,789972.285708,649090.340274,10.15342,深交所
sh688383,688383,新益昌,144.17,10.08,7.517,144.150,144.170,134.09,134.18,147.77,134.18,2862688,408395998,15:00:03,-114.421,11.672,1465437.5905,1465437.5905,2.81632,上交所
sz300430,300430,*ST益通,6.05,0.42,7.46,6.040,6.050,5.63,5.68,6.18,5.63,32976164,195814899,16:29:00,-1.879,1.288,165193.31158,157209.527695,12.69044,深交所
sh601208,601208,东材科技,51.35,3.56,7.449,51.350,51.360,47.79,48.23,52.4,45.99,86389368,4235369221,15:00:00,168.859,8.521,5187289.412305,5187289.412305,8.55185,上交所
sh600563,600563,法拉电子,165.88,11.48,7.435,165.800,165.880,154.4,155.2,169.5,152.0,11622335,1872265831,15:00:03,31.298,5.927,3732300.0,3732300.0,5.16548,上交所
sz001223,001223,欧克科技,42.0,2.9,7.417,41.600,42.000,39.1,39.2,42.3,35.85,4056052,155199900,15:00:00,95.956,2.848,548909.76,293306.16,5.80807,深交所
sz300243,300243,瑞丰高材,20.01,1.38,7.407,20.000,20.010,18.63,18.29,20.27,17.86,45731669,883039594,16:30:00,153.923,4.981,552723.715746,440661.746763,20.76628,深交所
sh688325,688325,赛微微电,118.0,8.13,7.4,117.980,118.000,109.87,110.28,119.11,109.1,2331556,267709020,15:00:01,101.175,5.727,1016440.377,981588.0386,2.80284,上交所
sh603661,603661,恒林股份,33.7,2.31,7.359,33.700,33.710,31.39,31.17,34.53,31.09,7901941,265085851,15:00:01,28.559,1.268,468655.89447,468655.89447,5.68211,上交所
sz300566,300566,激智科技,24.68,1.68,7.304,24.680,24.690,23.0,22.82,25.5,22.57,35163569,847298982,16:29:45,31.641,2.905,646874.209564,559447.303708,15.5124,深交所
sz300806,300806,斯迪克,77.28,5.19,7.199,77.280,77.290,72.09,72.94,80.64,70.0,29695812,2223389884,16:29:30,594.462,15.005,3503106.287184,2525547.440304,9.08671,深交所
sh688733,688733,壹石通,38.37,2.57,7.179,38.360,38.370,35.8,35.08,38.76,35.0,13545994,504523400,15:00:03,-348.818,3.663,766537.40403,766537.40403,6.78062,上交所
sh603993,603993,洛阳钼业,19.74,1.32,7.166,19.740,19.750,18.42,18.71,19.78,18.52,352374525,6789919580,15:00:01,20.779,4.752,42232368.287424,34467702.455424,2.01808,上交所
sh688531,688531,日联科技,180.36,12.06,7.166,180.360,180.500,168.3,168.11,182.0,162.8,7605919,1326111724,15:00:01,168.561,8.738,2986652.283804,2070150.923772,6.62659,上交所
sz002859,002859,洁美科技,80.4,5.35,7.129,80.400,80.410,75.05,72.62,82.28,70.1,32599204,2528752355,15:00:00,157.647,11.276,3467061.60672,3263431.2162,8.03135,深交所
sz301282,301282,金禄电子,29.8,1.98,7.117,29.800,29.810,27.82,27.7,30.18,27.56,20579216,595987226,16:29:30,49.667,3.64,628582.9475,526202.0675,11.65447,深交所
sz002335,002335,科华数据,40.86,2.71,7.104,40.850,40.860,38.15,38.67,41.96,37.13,48323583,1941494089,15:00:00,49.229,4.706,3053673.566874,2695675.910652,7.3247,深交所
sz300826,300826,测绘股份,18.85,1.25,7.102,18.840,18.850,17.6,17.5,19.05,17.38,21071759,381852941,16:29:30,188.5,2.214,332390.90573,319811.10941,12.41991,深交所
sz300408,300408,三环集团,134.46,8.83,7.029,134.460,134.470,125.63,122.0,138.18,120.02,87818374,11527844351,16:29:30,98.146,11.506,25769223.650466,25141378.425732,4.69666,深交所
sz300005,300005,探路者,16.0,1.05,7.023,15.990,16.000,14.95,14.98,16.37,14.88,58627632,923271873,16:30:00,171.123,6.532,1413923.4976,1402499.5776,6.68836,深交所
sz002937,002937,兴瑞科技,34.93,2.28,6.983,34.920,34.930,32.65,32.5,35.1,32.5,14484509,495344657,15:00:00,71.286,7.119,1060440.924886,1057559.130026,4.78407,深交所
sh688175,688175,高凌信息,38.19,2.49,6.975,38.160,38.190,35.7,35.72,38.71,35.71,5547469,208421988,15:00:02,-119.344,2.853,493861.623,493861.623,4.28982,上交所
sz300548,300548,长芯博创,234.6,15.26,6.957,234.600,234.620,219.34,224.0,240.35,218.99,20191138,4646818901,16:29:15,202.241,33.062,6912597.57288,6391331.0823,7.41135,深交所
sh688183,688183,生益电子,131.55,8.55,6.951,131.550,131.560,123.0,122.83,135.77,117.5,41548353,5280767544,15:34:59,73.083,17.85,10942607.557125,10942607.557125,4.99487,上交所
sz301236,301236,软通动力,42.4,2.75,6.936,42.400,42.410,39.65,41.41,43.91,39.63,101327660,4197279567,16:29:30,192.727,3.288,4389202.5472,3331407.23696,12.89633,深交所
sz300870,300870,欧陆通,271.61,17.61,6.933,271.610,271.720,254.0,257.0,276.7,251.98,5335669,1413223308,16:29:30,117.073,15.891,4145940.488506,4145484.183706,3.4959,深交所
sz002463,002463,沪电股份,131.0,8.49,6.93,131.000,131.010,122.51,124.0,131.99,119.2,84681570,10748522010,15:00:00,65.912,15.014,25209162.3347,25188817.3666,4.40405,深交所
sh688692,688692,达梦数据,304.88,19.68,6.9,304.880,304.890,285.2,296.0,308.99,293.0,4668467,1416233556,15:34:59,66.86,8.884,3452461.12,2229790.1852,6.38321,上交所
sz000510,000510,新金路,19.58,1.26,6.878,19.570,19.580,18.32,18.4,19.75,17.62,113267399,2114983995,15:00:00,-55.124,12.313,1269848.347262,1187743.147536,18.67218,深交所
sh601168,601168,西部矿业,32.96,2.11,6.84,32.960,32.970,30.85,31.68,33.27,31.3,72036853,2335469936,15:00:03,21.542,3.936,7854368.0,7854368.0,3.02295,上交所
sh603212,603212,赛伍技术,15.46,0.98,6.768,15.460,15.470,14.48,14.34,15.93,13.8,51094368,776171241,15:00:03,-25.344,2.829,676360.523256,676360.523256,11.67896,上交所
sh688033,688033,*ST天宜,7.89,0.5,6.766,7.880,7.890,7.39,7.19,7.9,7.04,16884252,124283350,15:00:03,-1.992,3.345,443574.692244,443574.692244,3.00325,上交所
sh688456,688456,有研粉材,81.12,5.1,6.709,81.120,81.270,76.02,79.0,83.98,77.44,7526526,610285239,15:00:01,121.075,6.532,840889.92,840889.92,7.26078,上交所
sz300854,300854,中兰环保,30.86,1.94,6.708,30.860,30.880,28.92,27.9,31.6,27.82,14125325,427542544,16:29:30,-35.528,4.725,432337.0275,351656.90581,12.39582,深交所
sz002637,002637,赞宇科技,12.74,0.8,6.7,12.740,12.750,11.94,12.31,12.98,12.16,55757237,701850525,15:00:00,31.85,1.588,599290.874,592377.724484,11.99146,深交所
sz301133,301133,金钟股份,42.18,2.64,6.677,42.180,42.200,39.54,39.57,42.47,39.57,3014044,125125514,16:29:45,-602.571,3.73,512346.220032,468771.517242,2.71203,深交所
sh605376,605376,博迁新材,190.64,11.86,6.634,190.640,190.680,178.78,180.0,194.58,170.08,21422262,4018265028,15:00:02,226.952,28.331,4987142.4,4987142.4,8.18894,上交所
sz300438,300438,鹏辉能源,82.79,5.13,6.606,82.790,82.800,77.66,78.38,84.28,77.18,32144753,2592342636,16:29:45,201.927,7.315,4167179.67744,3346075.726402,7.95339,深交所
sh603031,603031,安孚科技,61.83,3.83,6.603,61.830,61.840,58.0,58.14,62.97,56.87,29418867,1758302629,15:00:01,61.83,8.116,2311489.50885,1943875.651527,9.35743,上交所
sh603990,603990,麦迪科技,22.01,1.36,6.586,22.000,22.010,20.65,20.65,22.72,20.07,40691690,870039862,15:00:03,169.308,8.037,674128.290931,674128.290931,13.28566,上交所
bj920145,920145,恒合股份,12.95,0.8,6.584,12.930,12.950,12.15,12.17,13.37,12.01,2341440,30115862,15:30:02,-92.5,3.544,91362.25,62927.935,4.81847,北交所
sh688809,688809,强一股份,488.5,30.17,6.583,488.500,488.510,458.33,458.6,500.0,458.46,2834823,1381159101,15:00:00,120.32,15.141,6328971.805,1189644.48965,11.64055,上交所
sz301379,301379,天山电子,33.72,2.08,6.574,33.720,33.730,31.64,31.43,33.99,31.11,24936176,823435627,16:29:00,46.427,4.567,668478.579168,526849.723488,15.95992,深交所
sh603773,603773,沃格光电,122.0,7.51,6.56,121.990,122.000,114.49,118.21,123.44,110.61,43003219,4999057031,15:00:01,-171.589,25.965,2742030.9226,2741079.3226,19.13988,上交所
sz300394,300394,天孚通信,457.0,28.12,6.557,457.000,457.010,428.88,435.08,463.01,424.47,47525815,21081925809,16:29:00,176.054,59.546,35607647.6917,35536195.5132,6.11188,深交所
sz301042,301042,安联锐视,109.0,6.69,6.539,109.000,109.190,102.31,102.45,109.87,101.0,1966301,206399312,16:29:15,279.487,7.064,759986.9893,724747.8343,2.95726,深交所
sz301366,301366,一博科技,45.13,2.77,6.539,45.130,45.140,42.36,42.2,46.88,41.3,11304440,499107005,16:29:15,322.127,4.368,945636.875113,528004.57268,9.66222,深交所
sh603344,603344,星德胜,33.9,2.08,6.537,33.900,33.910,31.82,31.68,35.0,31.5,21278616,715642413,15:00:01,38.09,3.04,659460.0222,183165.0222,39.38225,上交所
sz300811,300811,铂科新材,87.83,5.38,6.525,87.830,87.850,82.45,80.77,90.73,78.6,24068904,2033237655,16:29:45,60.572,11.394,3564523.28484,2922854.993802,7.23256,深交所
sh688017,688017,绿的谐波,306.0,18.7,6.509,306.000,306.090,287.3,299.98,318.77,299.98,12864521,3964868856,15:34:59,441.941,15.719,5609901.825,5609901.825,7.01713,上交所
sz300706,300706,阿石创,51.31,3.13,6.496,51.300,51.310,48.18,47.33,52.91,47.2,15972540,809189848,16:29:45,-142.528,11.403,786589.991369,582859.788119,14.06086,深交所
sh603296,603296,华勤技术,124.6,7.56,6.459,124.590,124.600,117.04,121.68,126.69,115.87,54523530,6685616759,15:00:03,30.995,5.041,13494961.79024,7108273.627,9.55736,上交所
sz002866,002866,传艺科技,21.9,1.32,6.414,21.890,21.900,20.58,20.9,21.9,20.26,24843862,528790308,15:00:00,73.0,3.006,634053.74064,396855.38814,13.70979,深交所
sz300179,300179,四方达,47.71,2.86,6.377,47.700,47.710,44.85,44.0,49.15,42.2,95259969,4448210467,16:30:00,248.749,18.231,2317388.87003,1792253.034585,25.35832,深交所
sh600279,600279,重庆港,5.34,0.32,6.375,5.340,5.350,5.02,5.06,5.43,5.03,47132381,248844125,15:00:01,133.5,0.94,633786.595122,633786.595122,3.97116,上交所
sh688777,688777,中控技术,94.09,5.63,6.364,94.080,94.090,88.46,90.0,94.96,86.0,34988784,3198404041,15:34:59,168.018,7.419,7444302.259543,7406756.473035,4.44472,上交所
sh600237,600237,XD铜峰电,10.87,0.65,6.36,10.860,10.870,10.22,10.35,10.88,9.99,79286211,829966493,15:00:03,57.211,3.423,685342.363685,678957.369165,12.6936,上交所
sz000733,000733,振华科技,54.1,3.23,6.35,54.100,54.110,50.87,50.9,54.49,49.8,54301410,2886948240,15:00:00,29.237,1.902,2998056.62171,2997652.49471,9.80002,深交所
bj920876,920876,慧为智能,26.3,1.57,6.349,26.270,26.300,24.73,24.2,28.93,23.48,9284866,244185333,15:30:02,258.35,6.646,168795.13317,103222.89487,23.65676,北交所
sh688433,688433,华曙高科,95.79,5.71,6.339,95.730,95.790,90.08,91.0,96.17,88.93,5536120,518536813,15:00:01,563.471,18.745,3980817.322713,3980817.322713,1.33215,上交所
sz301683,301683,慧谷新材,144.9,8.63,6.333,144.900,144.920,136.27,136.2,146.66,132.38,3433827,481819465,16:29:30,33.158,3.849,914556.636,206709.2685,24.0706,深交所
bj920062,920062,科润智控,11.48,0.68,6.296,11.470,11.480,10.8,10.83,11.49,10.42,11776305,129570052,15:30:02,143.5,2.883,216634.805996,152527.84904,8.86343,北交所
sz000582,000582,北部湾港,14.05,0.83,6.278,14.040,14.050,13.22,13.21,14.28,13.02,108324888,1485539580,15:00:00,31.573,1.732,3536503.6944,3030371.753315,5.02237,深交所
bj920363,920363,莱赛激光,12.43,0.73,6.239,12.420,12.430,11.7,11.8,12.57,11.46,2667046,32426743,15:30:02,248.6,4.42,154159.346,87646.914443,3.78238,北交所
sh603078,603078,江化微,36.12,2.12,6.235,36.120,36.130,34.0,34.5,37.4,34.5,52023595,1883841182,15:00:01,132.892,6.982,1392921.739776,1392921.739776,13.49029,上交所
sh600378,600378,昊华科技,43.41,2.53,6.189,43.410,43.420,40.88,42.0,44.53,41.01,69812059,2964788014,15:00:01,38.766,3.014,5599888.35042,4656006.240783,6.50889,上交所
sh600797,600797,浙大网新,8.25,0.48,6.178,8.250,8.260,7.77,8.15,8.55,8.05,104518788,869194271,15:00:03,-165.0,2.561,847709.25525,847709.25525,10.17188,上交所
sh601066,601066,中信建投,25.8,1.5,6.173,25.800,25.810,24.3,24.06,26.0,23.91,93183455,2357247610,15:00:00,23.67,2.32,20012272.57626,16758831.2703,1.43455,上交所
sz002585,002585,双星新材,11.22,0.65,6.149,11.220,11.230,10.57,10.4,11.35,10.2,184453981,2007524979,15:00:00,-24.286,1.538,1280563.970664,994941.055548,20.80097,深交所
sz000878,000878,云南铜业,19.0,1.1,6.145,18.990,19.000,17.9,18.18,19.22,18.0,93309529,1741659361,15:00:00,32.992,2.5,4607849.676,3806879.539,4.65705,深交所
sz301500,301500,飞南资源,26.96,1.56,6.142,26.960,26.970,25.4,25.44,27.42,25.08,19434882,512069861,16:29:30,52.564,2.92,1515022.600088,388360.600928,13.4917,深交所
sz300221,300221,银禧科技,14.19,0.81,6.054,14.190,14.200,13.38,13.38,14.4,13.16,56940431,788925596,16:29:30,58.758,4.464,672257.898015,648715.828101,12.45514,深交所
sh688368,688368,晶丰明源,216.43,12.34,6.046,216.430,216.450,204.09,203.0,220.0,196.1,4966184,1040299994,15:00:03,541.075,9.724,3153703.100599,1915415.910283,5.61148,上交所
bj920357,920357,雅葆轩,19.14,1.09,6.039,19.140,19.190,18.05,18.0,19.5,17.86,3923130,74106440,15:30:02,23.341,4.699,199255.056,110761.22772,6.77933,北交所
sz300834,300834,星辉环材,48.78,2.77,6.02,48.750,48.780,46.01,46.01,49.02,44.35,4309399,202197634,16:29:30,180.667,3.282,944928.857934,936567.483012,2.2445,深交所
bj920665,920665,科强股份,13.65,0.77,5.978,13.640,13.650,12.88,12.78,13.88,12.53,7354321,98161210,15:30:02,54.6,2.424,177436.35,87457.82682,11.47827,北交所
sh688586,688586,江航装备,13.66,0.77,5.974,13.650,13.660,12.89,13.02,13.99,12.66,13327591,177879308,15:00:02,195.143,4.338,1080969.287096,1080969.287096,1.68418,上交所
sh600405,600405,动力源,4.84,0.27,5.908,4.840,4.850,4.57,4.57,4.93,4.43,27982508,132167121,15:00:02,-9.308,94.531,296609.520592,296609.520592,4.56612,上交所
sh603459,603459,红板科技,97.11,5.41,5.9,97.110,97.120,91.7,91.7,100.0,88.08,23298202,2176785828,15:00:03,117.0,29.988,7319701.093068,767672.593038,29.47205,上交所
sz000921,000921,海信家电,26.66,1.48,5.878,26.660,26.670,25.18,25.9,26.89,25.77,24868477,657109145,15:00:00,11.442,1.996,3692039.881886,2447743.812358,2.70859,深交所
sz000720,000720,新能泰山,5.41,0.3,5.871,5.410,5.420,5.11,5.1,5.42,4.9,175764175,914686564,15:00:00,-14.81,3.614,679783.579911,679783.579911,13.98804,深交所
sz300686,300686,智动力,16.35,0.9,5.825,16.320,16.350,15.45,15.64,16.62,14.85,16999700,266407170,16:29:00,-31.244,5.637,426120.5997,423314.2857,6.56593,深交所
sh603011,603011,合锻智能,28.99,1.58,5.764,28.990,29.000,27.41,28.23,29.43,24.67,146555011,3976650538,15:00:03,-57.98,7.689,1433307.452863,1433307.452863,29.64214,上交所
sz001287,001287,中电港,26.75,1.45,5.731,26.750,26.760,25.3,25.45,27.83,25.25,61596321,1671300617,15:00:00,71.524,3.671,2032732.759475,2032732.759475,8.10584,深交所
sz301273,301273,瑞晨环保,43.99,2.38,5.72,43.980,44.000,41.61,41.8,44.6,41.01,2795056,120825146,16:29:30,-46.159,3.605,315152.243008,241884.148633,5.0832,深交所
sh688205,688205,德科立,232.59,12.58,5.718,232.590,232.600,220.01,221.99,234.57,218.0,8939632,2043890377,15:00:01,516.867,15.821,3703704.733392,3703704.733392,5.61402,上交所
sz301107,301107,瑜欣电子,24.12,1.3,5.697,24.120,24.130,22.82,23.13,24.47,22.01,17269051,402343377,16:29:45,32.595,3.56,342959.356656,198292.28076,21.00584,深交所
sh688595,688595,芯海科技,36.97,1.99,5.689,36.950,36.970,34.98,34.88,39.38,34.88,12595969,472186882,15:00:00,-49.293,8.23,532713.699076,532713.699076,8.74152,上交所
bj920821,920821,则成电子,22.92,1.22,5.622,22.920,22.930,21.7,21.53,22.96,21.46,3627626,81704134,15:30:02,207.985,6.061,317125.472508,166980.043224,4.97935,北交所
sh688313,688313,仕佳光子,154.5,8.2,5.605,154.490,154.500,146.3,151.78,157.4,146.88,26267389,4020697247,15:34:59,187.614,42.106,6983188.7676,6983188.7676,5.81155,上交所
sh600549,600549,厦门钨业,55.81,2.96,5.601,55.810,55.820,52.85,53.0,56.18,51.47,78830005,4271449050,15:00:03,38.368,4.842,8860316.494906,8672494.38038,5.07294,上交所
sz300508,300508,维宏股份,42.6,2.24,5.55,42.590,42.600,40.36,40.63,44.4,40.55,5731132,246032330,16:29:00,52.534,5.456,463685.3658,348703.93158,7.00153,深交所
bj920204,920204,沪江材料,15.3,0.8,5.517,15.280,15.300,14.5,14.53,15.37,14.1,1595137,23823957,15:30:02,68.795,2.878,144260.32941,76485.83679,3.19086,北交所
sh688090,688090,瑞松科技,89.02,4.65,5.511,89.020,89.030,84.37,85.31,90.01,83.01,5100800,446100893,15:00:01,989.111,11.772,1089338.309728,1089338.309728,4.16834,上交所
sz300319,300319,麦捷科技,16.31,0.85,5.498,16.310,16.320,15.46,15.8,16.73,15.57,149548490,2418050870,16:29:15,45.343,2.937,1447656.556444,1374570.523298,17.74471,深交所
sz002717,002717,*ST岭南,0.96,0.05,5.495,0.960,0.000,0.91,0.94,0.96,0.94,37582315,35834772,15:00:00,-0.748,-1.178,174742.421568,164981.180736,2.18686,深交所
bj920019,920019,铜冠矿建,18.44,0.96,5.492,18.440,18.450,17.48,17.69,18.48,17.2,3910078,70540173,15:30:02,97.053,4.146,387731.7948,308935.768104,2.33388,北交所
bj920339,920339,恒太照明,10.2,0.53,5.481,10.200,10.210,9.67,9.6,10.55,9.28,6284548,61347646,15:30:02,56.667,3.738,224607.876,154200.5961,4.15708,北交所
